word,hiragana,katakana,combined_rank,small_talk_rank,consultation_rank,meeting_rank,class_rank,outdoors_rank,school_rank,transportation_rank,public_commercial_rank,home_rank,indoors_rank,workplace_rank,male_rank,female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MIGAKU_NOVELS,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JLAB,JPDB,KOKUGOJITEN,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,MONODICTS,NAROU,NETFLIX,NIER,NOVELS,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
カウントダウン,カウントダウン,カウントダウン,2,2,2,3,4,3,4,3,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,5,2,1,2,3,4,1,1,1,2,1,1,1,1,1,1,3,1,2,2,1,2,2,2,3,2
カエ,カエ,カエ,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
替え玉,かえだま,カエダマ,2,2,2,3,4,3,3,3,2,2,3,2,2,2,1,2,1,1,2,2,2,2,1,2,1,2,1,2,2,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1
帰り掛け,かえりがけ,カエリガケ,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
顧みる,かえりみる,カエリミル,2,2,3,3,4,3,3,3,3,2,2,2,2,2,1,2,1,2,2,2,2,2,4,2,2,2,2,3,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,3,2,1,3,3,2,2,2
顔合わせ,かおあわせ,カオアワセ,2,2,3,3,4,3,3,3,2,3,3,2,2,2,1,2,1,1,2,2,1,2,1,2,1,1,1,1,1,2,1,2,1,1,2,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,3,1,1,1,2,1,1,1
顔芸,かおげい,カオゲイ,2,2,2,3,4,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
顔出し,かおだし,カオダシ,2,2,3,3,4,3,3,3,3,2,2,2,2,2,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,3,2
カオリン,カオリン,カオリン,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
香る,かおる,カオル,2,2,2,3,4,3,3,3,2,2,3,2,2,2,2,2,1,1,2,4,2,2,3,2,2,1,2,1,1,1,2,3,1,1,2,3,3,4,2,2,3,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,3,3,4,3
係り結び,かかりむすび,カカリムスビ,2,1,3,3,4,3,3,3,2,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,3,3,2,3,3,3,1,1,1,1,1,1,1,1,1,1
果敢,かかん,カカン,2,2,2,3,4,3,3,3,2,2,2,3,2,2,2,2,3,1,2,2,2,2,4,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2
カガミ,カガミ,カガミ,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
書き入れる,かきいれる,カキイレル,2,2,2,3,4,3,3,3,2,2,2,3,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,1,1,1
書き起こす,かきおこす,カキオコス,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,4,5,3,4,4,4,1,1,1,1,1,1,1,1,1,1
カキマ,かきま,カキマ,2,1,3,3,4,3,3,3,2,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
掻き混ぜ,かきまぜ,カキマゼ,2,2,2,3,4,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
佳境,かきょう,カキョウ,2,2,2,3,4,3,3,3,2,2,3,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1
カキョウイン,かきょういん,カキョウイン,2,1,3,3,4,3,3,3,2,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
掻き分ける,かきわける,カキワケル,2,2,2,3,4,3,3,3,2,2,3,2,2,2,1,1,1,2,1,1,1,1,4,1,2,1,2,3,1,1,1,2,1,1,1,3,1,2,1,1,3,1,2,1,3,2,2,3,2,2,2,1,1,3,1,1,2,4,1,1,1
家業,かぎょう,カギョウ,2,2,2,3,4,3,3,3,3,2,2,2,2,2,2,2,3,1,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1
画一,かくいつ,カクイツ,2,2,3,3,4,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,2,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1
格上,かくうえ,カクウエ,2,2,2,3,4,3,3,3,2,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1
各階,かくかい,カクカイ,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,3,2,2,2,1,1,2,1,3,1,2,1,1,1
画策,かくさく,カクサク,2,2,2,3,4,3,3,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,3,2,1,2,2,2,2,1
隠し部屋,かくしべや,カクシベヤ,2,2,2,3,4,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
隔週,かくしゅう,カクシュウ,2,2,2,3,4,3,4,3,2,2,3,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,3,2,2,2,1,1,1,1,1,1,1,2,1,1
各賞,かくしょう,カクショウ,2,2,2,3,4,3,3,3,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
格付け,かくづけ,カクヅケ,2,2,2,3,4,4,3,3,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2
各停,かくてい,カクテイ,2,2,3,3,4,3,3,3,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
賭け,かけ,カケ,2,2,2,3,4,3,4,4,2,2,2,2,2,2,3,3,1,2,2,2,3,4,1,4,3,4,3,1,4,4,3,3,4,4,3,3,1,1,3,3,1,2,3,3,2,3,2,3,2,2,2,2,4,3,3,3,3,3,2,2,2
掛け合う,かけあう,カケアウ,2,1,2,3,4,3,3,3,2,2,2,3,2,2,1,2,1,1,2,2,2,2,3,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,3,2,2,1,2,2,2,3,2,2,2,2,2,2,2,1,1,3,2,2,1
掛詞,かけことば,カケコトバ,2,2,3,3,4,3,3,3,2,3,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
可決,かけつ,カケツ,2,2,2,3,4,3,3,3,2,2,3,2,2,2,3,1,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1,1,1,3,3,2,3,3,3,3,3,3,2,2,2,2,1,1,2,3,3,2
掛け持ち,かけもち,カケモチ,2,2,2,3,4,3,3,3,3,2,2,2,2,2,1,2,1,1,2,1,1,2,1,2,1,2,3,1,2,2,3,2,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,4,2,1,1,1,1,1,2,1,1,1
駆け寄る,かけよる,カケヨル,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,1,1,2,2,1,2,2,4,2,3,1,2,4,1,1,2,4,1,1,1,2,1,3,2,2,3,1,2,1,2,2,2,2,2,2,2,2,1,4,2,1,4,4,1,2,1
陰口,かげぐち,カゲグチ,2,2,2,3,4,3,3,3,2,2,3,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1
箇国,かこく,カコク,2,2,2,3,4,3,3,3,2,2,2,3,2,2,1,1,1,3,3,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,3,3,3,3,3,3,3,1,3,1,1,1,2,1,1,1
過酷,かこく,カコク,2,2,2,3,4,3,3,3,3,2,2,2,2,2,3,3,1,2,3,2,3,3,3,3,2,3,2,2,3,3,2,3,3,2,3,3,1,2,3,3,1,1,3,3,3,3,3,2,3,3,3,2,1,3,3,4,2,3,2,3,3
籠岩,かごいわ,カゴイワ,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
火災,かさい,カサイ,2,2,3,3,4,3,3,3,2,3,2,2,2,2,4,3,3,3,3,3,3,3,1,3,3,2,2,3,2,2,2,2,3,3,3,1,2,3,2,2,1,3,3,2,3,3,3,2,3,3,3,3,3,2,3,1,3,2,3,3,3
嵩増し,かさまし,カサマシ,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
花材,かざい,カザイ,2,1,3,3,4,3,3,3,3,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
飾り本,かざりぼん,カザリボン,2,2,2,3,4,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
カザンイン,かざんいん,カザンイン,2,2,2,3,4,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
河岸,かし,カシ,2,2,2,3,4,3,3,3,2,2,3,2,2,2,2,2,4,1,1,1,2,2,4,2,3,2,2,3,2,2,2,2,2,2,3,1,1,3,2,2,4,2,1,1,1,1,1,3,1,1,1,2,2,1,2,1,2,1,2,2,1
歌集,かしゅう,カシュウ,2,1,3,3,4,3,3,3,2,2,2,3,2,2,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,3,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,2,1,1
家臣,かしん,カシン,2,2,2,3,4,3,3,3,2,2,3,2,2,2,4,3,3,2,2,4,2,2,1,2,3,2,2,3,2,2,2,2,2,2,1,1,2,3,2,1,1,3,2,1,1,2,2,4,2,2,2,1,3,3,2,1,4,2,4,2,2
カジノ,カジノ,カジノ,2,2,2,3,4,3,3,3,2,2,3,2,2,2,2,2,1,1,4,2,3,3,1,1,2,1,1,2,2,2,1,2,3,3,2,1,3,2,2,2,4,1,2,2,3,2,2,2,2,2,2,2,2,2,3,1,2,2,2,3,3
カジヤ,カジヤ,カジヤ,2,2,2,3,4,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
カジュアル,カジュアル,カジュアル,2,1,3,3,4,3,3,3,2,2,2,3,2,2,2,1,1,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,3,1,2,1,2,2,2,2,2,2,2,4,1,2,2,1,2,2,2,3,2
カジワラ,かじわら,カジワラ,2,2,2,3,4,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
カスタマー,カスタマー,カスタマー,2,2,2,3,4,3,3,3,2,2,2,3,2,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,2,3,2,2,2,2,1,1,1,1,2,1,1,2,2
カステラ,カステラ,カステラ,2,2,2,3,4,3,3,3,2,2,3,2,2,2,1,2,1,1,2,2,1,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,1,1,1,2,1,2,1,1,1,2,1,1,2
掠める,かすめる,カスメル,2,2,3,3,4,3,3,3,2,2,3,3,2,2,1,1,1,2,1,1,2,2,4,2,2,2,1,4,2,2,1,3,1,1,1,2,1,1,2,2,4,2,1,1,2,1,1,1,1,1,1,1,2,3,2,1,2,3,1,1,1
課する,かする,カスル,2,2,2,3,4,3,3,3,2,2,2,3,2,2,1,2,1,3,3,2,2,2,4,2,2,2,2,3,2,2,2,2,1,1,1,2,1,3,3,2,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2
数多く,かずおおく,カズオオク,2,2,3,3,4,3,3,3,3,2,2,2,2,2,4,2,1,3,4,2,2,2,4,2,2,3,1,3,3,3,1,2,2,1,4,1,1,3,2,2,1,3,2,2,2,2,2,2,2,2,2,3,3,3,2,1,3,2,2,2,3
カズコ,カズコ,カズコ,2,2,3,3,4,3,3,3,2,2,3,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
カズマサ,かずまさ,カズマサ,2,2,2,3,4,3,3,3,2,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
仮説,かせつ,カセツ,2,1,2,4,4,3,3,3,2,2,2,3,2,2,3,2,2,2,3,3,3,3,1,3,3,2,2,3,2,3,2,2,3,3,3,1,1,3,2,3,1,2,5,5,2,4,4,3,4,4,4,2,2,3,3,1,3,3,3,3,3
河川,かせん,カセン,2,2,2,3,4,3,3,3,2,2,2,3,2,2,4,1,2,3,3,2,1,2,1,2,2,1,2,2,1,1,2,1,1,1,3,1,4,2,1,1,1,4,3,3,3,3,3,3,3,3,3,3,4,2,1,1,2,2,4,3,3
風便り,かぜだより,カゼダヨリ,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
過疎,かそ,カソ,2,2,2,3,4,3,3,3,2,3,3,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,3,3,3,3,2,3,3,3,2,1,2,1,1,1,1,2,1,2
片田舎,かたいなか,カタイナカ,2,2,2,3,4,3,3,3,3,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,2,1,1,1,2,1,1,1
カタエ,かたえ,カタエ,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
かたかたかた,かたかたかた,カタカタカタ,2,2,2,3,4,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
肩衣,かたぎぬ,カタギヌ,2,2,2,3,4,3,3,3,2,2,3,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
肩車,かたぐるま,カタグルマ,2,2,2,3,4,3,3,3,3,2,2,2,2,2,1,2,2,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1
片端,かたはし,カタハシ,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,1,3,1,2,1,1,1,1,2,2,3,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,3,2,2,2,2,2,2,2,2,1,3,1,1,1,3,1,1,1
肩肘,かたひじ,カタヒジ,2,1,2,4,4,3,4,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,2,1,1,1,2,1,1,1
形見,かたみ,カタミ,2,2,2,3,4,3,3,3,2,2,3,2,2,2,1,3,3,1,1,2,2,3,1,3,2,3,2,3,3,3,2,2,2,2,1,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,2,2,1,1
傾き,かたむき,カタムキ,2,1,3,3,4,3,3,3,2,3,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,4,4,2,3,3,3,3,3,3,2,2,2,1,1,1,1,1,2,2
固め,かため,カタメ,2,2,2,3,4,3,3,3,2,3,2,2,2,2,3,2,1,1,2,1,1,2,1,1,2,1,1,1,2,2,2,2,3,3,3,2,1,1,1,2,1,3,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2
片目,かため,カタメ,2,1,3,3,4,3,3,3,3,2,2,2,2,2,1,1,2,1,2,1,2,2,1,2,2,2,3,3,2,2,3,2,3,2,1,1,1,3,2,2,1,1,2,1,2,2,2,1,2,2,1,2,1,3,2,1,2,3,1,2,2
語り,かたり,カタリ,2,2,3,3,4,3,3,3,2,2,2,3,2,2,3,1,1,1,2,1,2,1,3,1,2,1,3,1,1,1,3,2,2,2,4,2,1,1,2,2,2,3,3,3,3,3,3,2,3,3,3,2,2,2,2,1,2,2,2,3,2
語り草,かたりぐさ,カタリグサ,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
かちあう,かちあう,カチアウ,2,1,3,3,4,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1
勝ち取る,かちとる,カチトル,2,2,3,3,4,3,3,3,3,2,2,2,2,2,1,3,1,2,2,2,3,3,3,3,1,3,2,2,3,3,2,2,1,1,1,2,1,1,3,3,1,1,1,1,2,1,1,1,1,1,1,2,1,3,3,2,2,3,2,2,2
カチューシャ,カチューシャ,カチューシャ,2,2,2,3,4,3,3,3,2,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1
科長,かちょう,カチョウ,2,1,3,3,4,3,3,3,2,2,2,3,2,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
かちー,かちー,カチー,2,2,3,3,4,3,3,3,2,2,3,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
かっか,かっか,カッカ,2,1,3,3,4,3,3,3,2,2,2,3,2,2,1,2,1,1,1,1,1,1,3,2,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,3,1,2,1,2,2,2,2,2,2,2,1,1,2,1,1,1,2,1,2,1
かっけい,かっけい,カッケイ,2,1,3,3,4,3,4,3,2,3,2,2,2,2,1,1,1,1,1,1,1,2,3,1,1,3,2,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
滑降,かっこう,カッコウ,2,2,2,3,4,3,3,4,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,1,3,1,1,3,1,1,2,2,1,1,2,2,1,2,1,2,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1
郭公,かっこう,カッコウ,2,1,3,3,4,3,3,3,2,2,2,3,2,2,1,1,2,1,1,1,1,1,3,1,3,1,1,3,1,1,2,2,1,1,2,2,1,1,1,2,3,3,3,2,3,3,3,2,3,3,3,1,2,1,1,1,2,1,1,1,1
各国,かっこく,カッコク,2,1,3,3,4,3,3,3,2,2,2,3,2,2,4,2,3,3,4,2,3,3,1,3,3,3,1,3,3,3,1,2,2,2,4,2,2,2,3,2,1,3,3,3,4,3,3,3,3,3,3,3,3,4,3,4,3,2,4,3,4
滑走,かっそう,カッソウ,2,2,2,3,4,3,4,4,2,2,2,2,2,2,3,1,2,2,2,1,1,2,1,2,2,2,1,3,2,2,1,1,2,3,2,1,1,1,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,2,2,3,2,1
かったかた,かったかた,カッタカタ,2,2,2,3,4,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
かっちり,かっちり,カッチリ,2,1,2,4,4,3,3,3,2,2,2,3,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,1,1,1
カップリング,カップリング,カップリング,2,2,2,3,4,4,3,3,2,2,2,2,2,2,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,3,1,2,3,1,2,2,2,2,2,2,3,1,1,1,1,1,2,3,2,1
担ぎ出す,かつぎだす,カツギダス,2,2,3,3,4,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
カツタロウ,かつたろう,カツタロウ,2,2,2,3,4,3,3,3,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
カツヤ,かつや,カツヤ,2,2,2,3,4,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
鬘,かつら,カツラ,2,2,2,3,4,3,3,3,2,2,3,2,2,2,2,1,2,1,2,2,2,2,1,3,2,3,2,3,2,2,1,1,2,2,1,1,3,2,1,1,1,3,2,2,2,2,2,2,2,2,2,3,3,2,2,1,2,2,2,1,1
カテゴライズ,カテゴライズ,カテゴライズ,2,2,2,3,4,3,3,3,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,2,4,2,2,2,2,1,1,1,1,1,1,2,1,1,1
家電,かでん,カデン,2,2,2,3,4,3,3,4,2,2,2,2,2,2,3,2,1,2,4,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,3,1,2,1,1,2,1,1,3,3,4,3,3,3,3,3,4,4,2,2,2,1,2,2,3,3,3
