word,hiragana,katakana,JPDB_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MIGAKU_NOVELS,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JLAB,KOKUGOJITEN,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,MONODICTS,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
ネクタイ,ネクタイ,ネクタイ,2454,6453,5005,11364,7639,2876,4170,4014,4667,2989,13585,11052,11750,7239,5712,19444,8696,-1,13656,9938,7340,6977,5731,-1,-1,4760,-1,-1,3466,22761,21337,7575,11648,5292,5617,9891,8093,-1,5214,13604,12511,12920,8740,11603,7471,8869,1116,11838,9131,1622,9177,6512,13636,14290,7267,-1,5467,8770,8882,16570,5579,12418
あご,あご,アゴ,2455,6453,5005,11364,7639,2876,4170,4014,4667,16460,4264,11052,2976,21702,4107,9516,15830,2148,5688,19932,6799,8643,7732,-1,6830,5428,9247,8903,1186,14564,13660,22528,9573,13012,14574,16108,3008,-1,1554,15061,12258,4721,5047,4793,4633,5267,5845,3485,5720,1015,5766,5891,4033,1777,8989,9294,8653,14946,1890,7210,15273,9800
ジャンル,ジャンル,ジャンル,2466,4114,3730,4421,4754,2876,4170,2391,4667,2798,5138,11052,3839,2822,8749,2685,15782,-1,11329,2396,18259,11162,9359,-1,-1,17498,-1,-1,12887,12173,11415,6138,8918,-1,19758,3075,8259,12001,17536,13495,6983,21340,2793,2373,2488,3139,4045,8364,3872,1421,3917,2464,11656,12254,11628,-1,9231,2481,5885,980,3081,3800
パイプ,パイプ,パイプ,2474,8120,7993,5421,7639,2876,4170,4014,4667,6699,8594,6998,5541,5523,14260,6973,11875,-1,10564,7672,13202,6848,5221,-1,-1,3779,-1,-1,2787,8721,8163,14022,13098,4212,4102,7724,-1,20936,4389,13399,9294,9682,9348,7658,10411,9468,9777,4572,9718,9757,2265,5780,13202,9428,7133,4009,4975,6008,6548,7896,2885,4564
くら,くら,クラ,2501,16266,13258,11364,7639,2876,4170,4014,4667,8262,13585,11052,11750,21702,10747,15357,8208,2210,5281,16365,5416,5540,7729,7329,14816,6490,4245,1149,2282,6411,5994,5412,8610,9235,10004,9761,20628,-1,5487,7822,5070,1238,23010,16283,17916,23014,23090,24010,23101,23109,23117,23272,2152,21113,5798,-1,24631,8035,12207,8519,20523,9815
ソフト,ソフト,ソフト,2518,2199,1813,7212,1910,2876,2405,1705,1896,2798,2692,3399,1398,1599,3619,907,9927,-1,2280,1001,12023,7246,4964,-1,-1,9963,-1,-1,6150,10503,9849,4796,9480,4810,4864,1125,-1,4187,10638,9794,6984,10292,1428,1341,1209,1952,2013,8041,1614,2532,1615,574,8364,10193,7576,-1,5443,1214,4659,1221,1260,1261
フリー,フリー,フリー,2525,1447,1313,1743,1716,2876,904,975,1428,1100,2447,3399,1713,1415,1508,1143,3487,-1,4853,1385,8282,4587,2309,-1,-1,9392,-1,-1,5806,3684,3436,1426,13952,4691,5266,1980,-1,1373,10461,7231,1361,9577,2568,2415,2179,2938,3900,2854,3693,1406,3751,1194,16109,6684,4797,-1,5944,1476,7333,1364,5333,2667
ハンドル,ハンドル,ハンドル,2530,5687,4377,11364,7639,2876,4170,4014,1428,16460,3262,4109,11750,3974,10747,7186,15552,-1,10758,5777,20613,7727,6312,-1,-1,4905,-1,-1,3662,16222,15196,13244,11484,5406,5268,6755,18948,24180,5291,14524,12314,13755,7145,9383,5126,7311,7708,10665,7617,7661,7676,4196,11150,12377,8062,-1,5271,6804,8708,8076,3425,5329
ブランド,ブランド,ブランド,2551,1998,1890,1743,3549,2876,1688,4014,2712,2069,2939,2059,1466,2575,1678,1174,5787,-1,4149,1196,3980,4295,3415,-1,-1,10324,-1,-1,7671,10213,9576,9452,14256,5797,4880,2201,9428,2627,11369,12460,5206,21398,3491,4009,2467,3796,4538,8612,4411,4262,1899,914,10365,9343,4525,-1,6631,2030,9988,1557,1624,2433
レンズ,レンズ,レンズ,2556,2883,4147,11364,801,2876,4170,4014,4667,1734,5138,5139,2677,2144,4411,4451,14527,-1,6062,2661,20622,10658,7604,-1,-1,4629,-1,-1,3830,10410,9759,9021,13553,11062,9869,5101,-1,-1,4987,15981,10901,3413,7434,10325,5614,7590,7976,4479,7887,7933,7949,2384,3154,9680,11072,-1,6766,5586,9630,4472,2697,3940
ジャム,ジャム,ジャム,2578,2809,3028,1654,7639,2876,1688,4014,4667,6699,1126,3399,11750,4621,2047,11345,4752,-1,16520,8622,15169,6361,5293,-1,-1,12595,-1,-1,10603,8740,8180,4285,9057,11511,12489,10840,-1,4522,13193,11840,7310,12512,11247,24628,7658,11338,11576,13754,11550,11578,11585,6201,14729,8329,6619,-1,14573,9773,7877,11550,6837,6311
タッチ,タッチ,タッチ,2628,2278,1736,7212,3549,2876,4170,1362,4667,4323,2692,916,3839,1951,2743,5093,9433,-1,10936,3932,9256,9454,4561,-1,-1,16447,-1,-1,9007,6668,6239,4249,6861,7334,6448,5513,-1,5076,14782,9161,9099,11983,5988,8623,4291,6182,6672,5858,6547,6566,6612,2741,16283,7226,9849,-1,7693,5162,4341,6876,3817,2647
ボート,ボート,ボート,2645,8967,7105,11364,7639,2876,4170,4014,4667,8262,4264,11052,11750,6269,14260,3844,8817,-1,10145,6039,9350,3495,2800,-1,-1,3103,-1,-1,4318,8054,7532,11629,11488,1243,1412,6647,-1,6557,3165,9395,7103,6689,5035,5231,3851,5256,5836,9359,5711,5669,5755,6379,8670,11255,3661,-1,4987,5915,7687,5606,5402,5984
テロ,テロ,テロ,2653,13446,10802,11364,7639,2876,4170,4014,4667,16460,6377,11052,7431,14238,10747,3754,5090,-1,6822,4286,3847,3230,2407,-1,-1,10252,-1,-1,10685,12116,11367,15101,11929,1379,1317,1997,-1,20415,11848,7587,5047,19685,5745,11447,3731,5945,6453,9754,6319,6330,2102,5899,10217,11035,3396,-1,6726,2155,10919,4200,5578,7241
ブレーキ,ブレーキ,ブレーキ,2659,4252,3914,4421,4754,2876,4170,4014,2712,16460,1819,4109,7431,4621,4107,2507,6689,-1,9489,5710,7841,4085,5033,-1,-1,7401,-1,-1,5267,12599,11813,4914,9486,5362,5409,6369,11439,5497,9879,6829,6593,7341,6895,9368,4869,7065,7491,10487,7387,7425,7446,4902,9682,10887,4287,9117,6915,4784,6801,2470,2317,4030
ロケット,ロケット,ロケット,2687,13446,10802,11364,7639,2876,4170,4014,2712,10817,13585,6998,11750,10632,14260,2465,1952,-1,14495,7220,8317,4706,3896,-1,-1,7068,-1,-1,7348,7770,7266,5917,9934,4383,3970,6304,19229,4163,7955,6578,5513,9159,11820,24817,8075,11904,12127,14228,12103,12131,12131,6584,7180,12274,4913,2395,6528,5487,8404,2532,1128,3032
バナナ,バナナ,バナナ,2704,1367,1366,2363,876,1001,620,1705,1428,954,2939,11052,1339,1166,1599,10133,4843,-1,12074,6862,6623,4324,3727,-1,-1,11479,-1,-1,8498,10380,9730,4320,9353,6169,6026,7416,-1,7729,12267,7506,3894,21386,3465,3135,2879,3772,4514,8600,4386,4239,4443,3714,17001,13227,4529,-1,11971,5361,6806,7666,4934,2520
ピン,ピン,ピン,2723,4649,5005,7212,2149,2876,4170,4014,1428,6699,3262,11052,3839,5029,4411,4475,6837,-1,14206,5970,6815,4690,4833,-1,-1,3998,-1,-1,3566,11031,10349,3332,6374,3747,4020,3977,-1,17474,6886,6211,5049,5518,4866,8023,3236,5095,5690,5688,5564,5517,2048,3999,6389,7252,4903,-1,4014,2818,5969,3149,3033,2700
シュート,シュート,シュート,2724,11455,10802,7212,7639,2876,4170,2391,4667,10817,13585,6998,7431,8574,14260,5581,2176,-1,15486,11329,13140,2911,2603,-1,-1,21777,-1,-1,16743,2367,2199,5820,16253,7946,7628,4982,14332,8724,23575,7619,3253,20771,6535,16438,4235,6714,7163,10263,7047,7081,7116,5415,19442,18670,3077,-1,16934,7659,11228,5863,16098,4661
オーバー,オーバー,オーバー,2732,3410,3264,5421,2451,1733,4170,4014,2712,2989,8594,2907,2443,2691,4755,4220,5851,-1,9687,3498,8915,6797,4527,-1,-1,7591,-1,-1,5193,5407,5048,4847,9346,5405,5290,5281,8590,5560,8311,6247,6539,8199,3223,2307,3908,3543,4347,4129,4194,4028,4259,3772,18192,4946,7081,1813,8294,4204,5428,4442,9178,4563
がん,がん,ガン,2734,6453,5365,11364,4754,2876,4170,1705,4667,5635,5138,6998,11750,5029,8749,4504,1853,355,2756,5118,7077,2742,4127,3899,15324,7574,8530,12805,1320,11214,10520,7223,6635,8750,6648,4497,19881,8130,9253,6760,2754,416,8971,8715,7844,9097,9425,12012,9358,1057,9398,8967,878,9106,2884,9286,7604,2809,8636,4690,4780,4039
メーカー,メーカー,メーカー,2754,2751,2486,5421,1910,2876,4170,2391,1896,2798,4264,1876,2677,2144,3849,1080,7518,-1,2737,941,6417,6116,4669,-1,-1,6005,-1,-1,4764,17141,16063,6335,15481,5918,5867,1311,15481,7219,6687,10602,11215,12722,1999,3644,1192,735,2116,4015,3306,2987,1703,828,7531,9349,6366,8656,5681,1411,7881,1172,1059,1735
ふえ,ふえ,フエ,2762,10047,9191,7212,7639,2876,2405,4014,4667,10817,13585,4109,11750,10632,8749,12664,18505,2167,16247,15524,5297,16772,22450,-1,7189,3828,5353,6367,3849,5353,4997,6253,5622,9683,9525,6246,16239,18528,3769,8709,10420,10560,7783,16517,5989,7934,8304,11116,8215,8270,763,10792,14520,8220,17305,-1,6099,13950,5015,8342,10894,11215
うら,うら,ウラ,2776,10047,7993,11364,7639,2876,4170,4014,4667,16460,13585,6998,3839,7239,14260,10501,1091,418,2884,24725,1051,1334,5574,1144,5712,985,5195,4989,2005,5195,4845,4808,1549,1166,1250,1587,314,14765,1186,5842,1178,705,2190,4001,1375,2600,3677,1301,1207,3140,1736,12815,884,15394,1392,4017,15556,11371,9589,1382,790,7684
かん,かん,カン,2799,6881,5365,11364,7639,2876,4170,4014,4667,5635,4264,6998,11750,6269,7428,3539,2330,39,9187,13020,3032,1393,2105,6251,3798,3931,18553,837,400,3421,3193,2205,5539,7013,6141,4162,591,4310,2299,3562,3670,87,12464,11838,12244,12544,12753,4683,2382,12746,12762,19097,332,397,1460,3728,4134,2518,22615,3592,5628,2131
チップ,チップ,チップ,2809,3026,2486,5421,3549,2876,4170,2391,2712,3860,3262,1313,7431,3486,2636,5148,8913,-1,10598,4591,6512,3644,2964,-1,-1,9708,-1,-1,7023,4905,4575,23555,23612,1689,1921,4979,-1,10122,10014,11272,5990,12912,5547,10233,3610,5753,6275,9647,2131,6148,6219,3654,14304,8722,3810,160,10246,4605,13163,5921,3387,3907
ビーム,ビーム,ビーム,2825,16266,17146,7212,7639,2876,4170,4014,4667,16460,8594,11052,7431,14238,14260,5669,2751,-1,16644,15763,20779,5239,4528,-1,-1,6210,-1,-1,13140,7844,7335,5009,16360,8263,9524,13196,-1,8766,6308,7048,6430,14755,2591,1425,16721,2959,3916,8303,3714,3475,3767,6101,20904,9028,5457,8410,9887,7294,12253,4197,4500,8762
ささ,ささ,ササ,2843,11455,25005,3701,7639,2876,4170,4014,4667,10817,8594,6998,7431,14238,8749,16577,8978,3158,24080,19314,5647,-1,11228,8011,11521,10953,11562,3893,4237,12132,11380,3752,12402,23418,-1,24627,24953,-1,9764,10889,6704,3237,23733,-1,18293,23737,23805,24684,23811,23822,23836,21773,5916,12053,-1,-1,24484,16219,8347,12823,12263,19935
とんでも,とんでも,トンデモ,2848,1753,1575,2617,1716,2876,4170,4014,2712,1335,2447,1876,1808,1442,2267,-1,1329,-1,5524,4084,-1,1864,1805,819,1858,1835,1093,2585,1336,1093,1015,2499,2185,1747,1842,12609,2893,-1,-1,6664,1698,11482,3878,5550,2777,4152,4844,2932,762,4611,4784,5349,12161,1553,1973,-1,2033,2812,1665,21837,2219,2160
キャベツ,キャベツ,キャベツ,2862,2041,1575,4421,4754,2876,4170,4014,4667,1433,2091,1731,5541,5029,1374,19964,9825,-1,9469,8646,11863,9037,6660,-1,-1,13852,-1,-1,9772,9217,8634,5826,13941,11102,13163,9634,24232,15370,14468,14404,7817,13300,8009,23744,5183,8153,8514,11282,8433,8484,8483,4379,14338,8570,9398,-1,14183,8904,8814,20125,10358,5326
テープ,テープ,テープ,2883,2688,9191,833,7639,1733,2405,2391,4667,2989,2692,1731,3327,3722,2117,3817,6700,-1,5766,4211,5327,2952,2452,-1,-1,3835,-1,-1,2895,8118,7591,7702,13808,1564,1834,4136,-1,15446,4497,10306,4801,4254,1820,2133,1349,719,895,3998,608,2844,3251,2868,8235,17368,3108,-1,4934,3823,7134,5620,1971,2171
ポスト,ポスト,ポスト,2884,10047,10802,7212,4754,2876,2405,4014,4667,8262,8594,11052,7431,8574,10747,3144,7538,-1,9719,4432,6283,8381,6779,-1,-1,8561,-1,-1,6283,18675,17504,9871,17228,6931,7317,3545,-1,1427,9548,12720,8208,9686,3459,2060,3304,3766,590,2524,1318,4233,4437,4394,13354,16940,8722,-1,8645,2628,11672,4080,6655,6326
カーブ,カーブ,カーブ,2930,5383,4377,7212,7639,2876,4170,2391,4667,5635,5138,2907,11750,4277,7428,5499,9998,-1,12165,8760,22698,11199,8860,-1,-1,9101,-1,-1,5679,17013,15942,18661,16553,9816,11221,8952,-1,4416,9906,13206,18072,14207,4892,3196,7757,5119,2502,5693,5584,5542,5632,8891,15366,13661,11640,-1,10264,11055,11861,7277,8087,4084
ドル,ドル,ドル,2945,6059,5828,4421,7639,2876,4170,4014,4667,3860,6377,6998,7431,10632,4411,699,4126,11604,1951,1611,2006,370,365,-1,-1,2849,-1,-1,4976,5813,5427,14825,24737,317,364,832,-1,6611,2430,7496,6170,10012,2046,2024,1704,307,3604,8166,3337,3021,3386,2344,8530,5727,393,-1,4217,1179,15271,1438,2523,691
レモン,レモン,レモン,2951,1753,1464,2034,7639,2876,2405,4014,4667,1734,2939,1079,1713,3293,1268,10537,6013,-1,10453,6062,7566,5582,4251,-1,-1,8936,-1,-1,6428,10096,9467,6082,15199,6857,7340,9570,-1,7059,9509,10636,9012,12932,4104,7123,2565,4369,5032,8877,4921,4812,4970,4068,16291,7729,5829,-1,9680,5585,7788,9369,7185,2879
ライター,ライター,ライター,2961,4252,3390,11364,4754,2876,4170,4014,4667,8262,2091,3399,7431,5523,3619,4601,8915,-1,12439,5053,7855,5940,5459,-1,-1,4871,-1,-1,3802,13848,12987,10044,12528,7352,8113,5064,11268,4349,5419,14457,8294,18283,5494,6815,3317,5700,6226,9620,2164,792,6168,5641,24705,16220,6192,-1,6551,5365,8975,6212,7569,7320
あさって,あさって,アサッテ,2975,3026,2722,4421,2913,1733,4170,1705,1428,4323,2692,2059,4541,2575,3619,-1,5760,4802,23167,8999,4059,8854,8552,-1,8771,16675,11986,4014,12629,11986,11243,3872,18352,12961,12350,20420,11332,-1,6700,5731,4282,24913,15184,14005,12429,15240,15399,17029,15383,15410,15407,19340,24522,11974,9355,-1,21618,23862,8069,-1,19060,23918
レーザー,レーザー,レーザー,2985,16266,13258,11364,7639,2876,4170,4014,4667,10817,8594,11052,11750,21702,10747,5392,6141,-1,8526,3265,14801,6636,5424,-1,-1,8891,-1,-1,11138,11086,10402,7404,16482,4715,5049,9045,-1,15781,8592,9860,9954,16337,11046,6920,14928,11138,11384,13597,2352,11386,11392,3811,8297,7128,6901,986,9003,5366,15751,4860,5338,5309
デパート,デパート,デパート,2995,3250,2825,3237,7639,2876,4170,4014,4667,4862,1629,2907,5541,4277,2636,12290,6989,-1,10538,7739,13451,9792,8407,-1,-1,5401,-1,-1,4033,18571,17406,6641,16257,15544,16949,6542,10666,-1,5460,13231,11205,16304,2597,13185,1431,2965,3921,3334,1819,3481,3772,9322,17394,20578,10187,3453,8397,11594,12225,10836,9629,10055
ハム,ハム,ハム,3016,1800,1437,2894,7639,1733,4170,4014,2712,1889,1629,916,7431,1599,2117,3790,10187,-1,10082,7719,7704,6217,3340,-1,-1,11149,-1,21356,6094,12003,11258,4982,13345,3634,3515,6774,-1,6976,7780,10477,8201,12335,5780,23376,3516,5979,6486,9783,6353,6365,6426,4217,18090,6568,6462,-1,11468,6465,1474,11470,6562,6214
ダイヤ,ダイヤ,ダイヤ,3024,11455,25005,3701,7639,2876,4170,4014,4667,16460,13585,3399,11750,10632,10747,2737,3895,-1,16805,6970,8087,4640,4107,-1,-1,6938,-1,-1,6704,8878,8315,2769,12578,2905,3497,11038,-1,7679,7362,9526,7822,19673,9083,13524,6662,9207,9528,6237,9463,9503,9503,5726,19378,16699,4846,-1,12481,3820,16059,2458,18029,7003
マイ,マイ,マイ,3034,2246,2162,2617,1910,2876,1688,2391,2712,1980,2692,2907,2095,2822,1876,3071,2618,-1,5176,5827,-1,2264,2536,-1,-1,16092,4913,665,5565,3254,3036,5053,9062,4116,4724,3074,-1,459,-1,12380,5050,11029,4227,5754,3089,4487,5137,2563,5022,4926,1982,1319,19930,3440,2383,-1,5287,2527,3916,4780,6566,9050
ちぎる,ちぎる,チギル,3047,13446,10802,11364,7639,2876,4170,4014,4667,10817,13585,5139,11750,14238,10747,-1,8193,-1,17907,22711,23391,8778,14306,3364,14687,9597,10336,8222,10491,10336,9688,7909,9226,-1,-1,-1,15473,-1,20092,14914,8990,3862,11312,24647,7672,11403,11640,13810,11612,11641,11648,13464,5404,6712,9122,-1,16983,-1,7621,13851,10132,12806
ずる,ずる,ズル,3069,20704,17146,11364,7639,2876,4170,4014,4667,16460,13585,6998,11750,21702,14260,-1,4383,7019,-1,-1,8164,7314,20435,2466,20984,2365,15030,12889,5547,15030,14092,12395,1829,4741,4891,6802,-1,-1,3103,12904,2337,890,22400,14580,23567,22405,22485,23467,22496,22506,22514,17519,2009,16430,7616,-1,13268,14547,6643,15547,8459,7629
ストック,ストック,ストック,3099,6881,7993,7212,2913,2876,4170,4014,4667,8262,13585,2907,5541,10632,5172,8721,23122,-1,11177,6309,20768,20905,14421,-1,-1,20654,-1,-1,15942,14422,13524,21094,17010,11127,11096,7022,12298,10066,22595,19006,14864,22638,10612,8208,9744,10714,10975,13265,10937,10968,10969,6928,17750,7935,21548,-1,17182,9187,11863,9127,8612,7910
そうこう,そうこう,ソウコウ,3107,20704,17146,11364,7639,2876,4170,4014,4667,16460,8594,11052,11750,14238,21622,2425,16931,10772,24258,11720,24611,19467,13320,2758,13667,19590,18294,7713,6784,18294,17149,7421,8380,7851,8561,13316,9061,-1,7825,9615,20303,11820,4585,23262,2683,4828,2483,9117,5315,5255,5368,13446,18199,5636,20018,1203,10851,12076,7567,2217,10025,17644
スケール,スケール,スケール,3122,8120,10802,3701,7639,2876,4170,4014,2712,6699,6377,11052,7431,8574,7428,6037,13376,-1,12855,6189,24250,15506,12788,-1,-1,15956,-1,-1,11714,15327,14367,7299,17463,17354,17996,6650,-1,14635,16613,12321,11039,21349,2756,1613,7099,3103,4020,8351,3840,3620,3890,4544,20147,11190,16019,-1,14229,6182,10954,7976,5198,5101
ビジネス,ビジネス,ビジネス,3140,2125,2348,2363,1342,1733,4170,4014,2712,1619,2939,2276,2095,1879,2450,2234,6902,-1,4334,651,4099,2651,2206,-1,-1,8131,-1,-1,6126,14123,13243,13185,18368,1771,1917,688,20373,1509,10369,11642,8817,19159,2841,3932,1900,3183,1616,2875,1851,3690,3953,916,7658,13149,2787,8871,3297,1725,10593,2273,1218,950
コンピューター,コンピューター,コンピューター,3163,4114,3914,4421,3549,2876,4170,2391,1896,4323,5138,11052,2677,3136,6427,6682,3768,-1,3168,2548,11535,4236,3770,-1,-1,4781,-1,-1,8178,9388,8800,6404,21135,1797,2149,3186,-1,8459,5660,8066,7099,1454,1004,878,1074,1615,3172,2155,241,2227,670,1748,1019,15530,4426,-1,7879,6277,13675,6975,3471,4177
コンサート,コンサート,コンサート,3165,2751,2572,2894,3549,1733,2405,4014,4667,2173,2261,2059,11750,2970,2534,1986,6753,-1,6774,2378,7998,4932,4262,-1,-1,12744,-1,-1,9812,5723,5347,8224,18644,7237,8295,2501,17202,1263,13185,13019,11035,20195,3091,4505,1960,3415,4238,8466,4088,3913,1854,2346,14884,22323,5142,-1,10112,3382,14000,2164,5702,3253
アイ,アイ,アイ,3173,2153,2107,2617,1716,2876,1688,1705,2712,2435,1819,2540,2281,2075,2267,2673,3936,-1,11174,7771,4136,5637,3620,-1,-1,-1,6298,4791,5550,2854,2660,5436,8986,5273,4961,10567,-1,346,4208,7914,7035,3089,5596,3565,8615,5802,6317,5805,6195,6195,6262,1749,16828,3291,5885,1659,3489,10064,8123,9703,-1,1897
ロード,ロード,ロード,3187,4114,3390,7212,4754,2876,4170,4014,4667,2308,13585,3399,7431,8574,2912,1727,4093,-1,9463,3374,14802,6837,4302,-1,-1,11848,-1,-1,6736,4275,3995,12986,16809,3764,3199,3640,-1,572,9848,9203,8371,11190,4665,5065,3480,4906,5510,9154,5388,5330,5438,2857,24823,2548,7119,2196,6918,2529,11941,2544,3596,2345
ウイルス,ウイルス,ウイルス,3210,5116,7105,11364,1587,2876,4170,4014,4667,10817,3728,11052,2443,3974,7428,1635,5401,-1,4980,2578,7498,3110,2728,-1,-1,19320,-1,-1,21742,5275,4923,9557,19378,2204,2476,3561,12276,12366,22840,10609,5708,4547,3971,8001,2432,4243,4922,5540,4804,4692,4858,2143,3997,13550,3266,5355,10974,3536,12463,4961,3785,838
いと,いと,イト,3211,16266,25005,5421,7639,2876,4170,4014,4667,16460,13585,11052,5541,21702,10747,5544,6467,1073,5164,5151,556,7423,15523,2367,4141,4792,1916,9599,1129,1916,1780,11269,6975,12113,12160,10448,1310,21152,493,15513,6804,594,3771,15042,2524,4054,4762,1598,4637,1481,4689,4006,951,16081,7766,7669,14694,7752,8679,18039,5817,15960
パネル,パネル,パネル,3255,5687,4377,11364,7639,2876,4170,4014,2712,4862,3262,11052,11750,7239,4755,4509,13173,-1,8285,2900,20930,8329,6403,-1,-1,10406,-1,-1,8095,24232,22721,20715,15751,6568,6846,4517,-1,-1,10025,17393,21907,20241,4778,2768,19590,5015,5614,4280,5487,5433,5536,3055,21730,11891,8669,-1,8084,5067,10098,5005,2844,2319
スター,スター,スター,3266,2883,2348,4421,7639,1733,2405,2391,1168,2798,2939,2059,11750,2238,4107,1010,1679,-1,5694,2897,4026,1170,1055,-1,-1,4056,-1,-1,3561,960,892,4023,17706,1713,1541,2254,-1,362,3724,4803,2146,11175,2077,1961,1730,2495,3620,8176,3358,1369,900,1387,13794,5717,1242,2392,5372,1552,8986,1152,2177,2325
レール,レール,レール,3281,5383,4377,11364,4754,2876,4170,4014,4667,8262,2692,11052,4541,4621,6427,4353,9337,-1,18769,8193,19869,10216,8008,-1,-1,9439,-1,-1,6193,16108,15094,8938,20100,14173,16495,9531,-1,6882,10235,14362,11374,9364,7379,10321,5140,7538,7926,10821,7838,7880,7897,5400,9979,7362,10646,4131,10954,6925,12793,5346,5907,6622
タワー,タワー,タワー,3283,2809,2276,3701,7639,2876,4170,4014,2712,2989,1629,5139,3327,2822,2743,3776,5040,-1,13671,3917,11949,6576,5311,-1,-1,15755,-1,-1,10976,7579,7093,6797,10790,3698,3886,7464,-1,3104,15068,7899,6028,24171,5687,8611,3867,5889,6399,5814,6270,6276,6343,4504,24580,11163,6849,8879,10252,4441,12574,4095,5708,4981
ロス,ロス,ロス,3287,5383,4679,7212,4754,2876,1688,4014,4667,6699,8594,6998,2976,10632,3849,2959,3055,-1,20545,8855,4114,1713,2335,-1,-1,8381,6233,-1,9596,3881,3625,15138,14566,1848,1960,5071,-1,974,4784,7728,5208,11507,6666,8642,4740,6840,7284,10340,7170,7208,7236,6994,9473,4548,1799,-1,6354,3976,11751,3694,6142,7361
レバー,レバー,レバー,3334,3250,2647,4421,7639,2876,4170,4014,2712,1677,4264,6998,11750,2480,4755,8740,12927,-1,20080,10142,16104,9607,8362,-1,-1,13450,-1,-1,8977,12074,11325,11101,16168,8712,8179,12172,-1,-1,14433,13259,10900,20850,22217,12437,24824,22223,22308,23303,22314,22324,22333,6923,20604,11172,9987,-1,11902,9499,12859,8827,4039,5288
かし,かし,カシ,3342,20704,17146,11364,7639,2876,4170,4014,4667,10817,13585,11052,11750,21702,14260,3799,16365,1834,4387,6192,7391,12547,15604,3014,24652,8887,20563,15124,1560,20563,19272,14531,11011,15799,14385,6911,14633,13742,5845,13800,11336,1286,1527,4622,788,2035,3340,5201,1638,2616,1634,18339,1888,1279,12996,-1,17085,5446,1109,17061,17918,19746
ドリル,ドリル,ドリル,3348,11455,25005,3701,7639,2876,4170,4014,4667,16460,4264,11052,11750,14238,8749,19413,4335,-1,24136,11909,11089,9440,8557,-1,-1,23119,-1,-1,16732,17527,16425,5720,14175,6391,6735,12461,-1,-1,24744,10083,6102,18716,9364,8160,8259,9483,9793,12308,9733,9773,9771,8317,24699,9568,9817,4643,14312,7782,12856,10441,6297,6059
ショート,ショート,ショート,3354,2944,2348,7212,7639,1259,4170,4014,744,2435,3728,3399,5541,2822,3058,4074,11911,-1,8938,4448,15749,9851,6676,-1,-1,9717,-1,-1,5389,11079,10397,5833,15372,7533,7550,6745,7684,5064,14141,10216,8811,13967,4229,3397,4264,4488,5139,8935,5024,1007,5071,2178,24803,4144,10239,1421,5034,4352,5873,5045,6738,1815
ダイヤモンド,ダイヤモンド,ダイヤモンド,3361,20704,25005,11364,4754,2876,4170,4014,4667,16460,13585,11052,7431,14238,21622,4753,7729,-1,12691,5113,17594,8328,6915,-1,-1,9612,-1,-1,6488,4708,4402,8320,24164,6516,6228,9471,23677,2062,9428,10491,6474,9143,14114,17227,11419,14178,14353,6718,14339,14358,14362,4265,9129,11855,8668,-1,11970,6092,13244,4896,11707,7569
チェーン,チェーン,チェーン,3411,3410,3028,3237,7639,2876,4170,1118,1896,4862,4264,2276,4541,3486,3401,4233,8016,-1,9135,3085,12307,6839,5104,-1,-1,10768,-1,-1,6460,8978,8406,13453,12759,6720,7660,5688,7830,11300,13101,15114,17124,15990,6015,11456,3880,6209,6699,9931,6571,6587,6636,2593,19642,7506,7125,8745,7478,4966,7028,5171,3591,3915
ドライブ,ドライブ,ドライブ,3422,10047,17146,11364,2451,2876,4170,1362,4667,16460,8594,11052,7431,7239,14260,3535,2812,-1,5719,2718,7902,3802,2977,-1,-1,9435,-1,-1,5551,6456,6036,6694,19904,1834,1904,3556,17035,3628,9564,7455,5838,23386,5962,16401,3877,6156,6650,4372,6523,6542,6589,2125,24583,14917,3994,-1,9844,2941,14221,3784,2834,3786
