word,hiragana,katakana,BCCWJ_LUW_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_SUW,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
御婦人,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
宰相,さいしょう,サイショウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,2,1,1,2,2,2,2,1,1,2,1,1,1,2,2,1,1,1,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,4,2,1,3,2,1,3,1,1
裂け目,さけめ,サケメ,2,2,2,2,3,4,4,3,3,2,2,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,1,3,2,2,1,2,1,1,1,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,3,1,2,1
三級,さんきゅう,サンキュウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
産生する,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
在勤,ざいきん,ザイキン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
死滅する,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
社会構造,しゃかいこうぞう,シャカイコウゾウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
社長さん,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
周辺地域,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
白さ,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ジェフ,ジェフ,ジェフ,2,2,2,2,3,4,3,3,3,2,2,2,3,2,2,3,1,1,2,2,2,3,1,1,2,1,1,1,1,1,1,1,3,3,2,1,4,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,3,1,1,2,1,3,2,2
実効,じっこう,ジッコウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,3,1,2,2,2,2,2,2,2,1,1,1,1,2,1,2,1,2
上映,じょうえい,ジョウエイ,2,3,2,3,4,4,3,3,3,3,3,2,4,3,3,4,2,1,3,4,2,3,3,3,2,2,3,2,2,2,3,2,2,2,4,2,2,2,2,2,1,3,3,3,3,3,2,3,3,3,3,1,2,1,2,4,2,4,4,2
上昇率,じょうしょうりつ,ジョウショウリツ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
情念,じょうねん,ジョウネン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,2,2,2,1,2,1,1,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1
崇拝する,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
少な過ぎる,すくなすぎる,スクナスギル,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
請求権,せいきゅうけん,セイキュウケン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2
設置者,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
遭遇,そうぐう,ソウグウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,2,1,3,3,3,1,3,3,3,3,3,2,3,3,3,3,4,3,4,3,3,4,3,2,3
袖口,そでぐち,ソデグチ,2,2,3,2,3,4,3,3,3,3,3,2,2,3,2,1,1,3,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,1
大河,たいが,タイガ,2,3,3,3,3,4,3,3,3,2,3,4,4,3,3,3,2,3,2,3,3,3,2,2,3,2,5,3,2,2,5,2,1,1,2,1,1,4,2,5,1,2,2,2,2,2,4,2,2,2,3,2,3,1,3,2,2,2,2,2
大義,たいぎ,タイギ,2,2,2,2,3,4,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,2,1,3,2,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,3,2,3,2,2,3,1,2,2
ＷＢＣ,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
断言出来る,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
チャーシュー,チャーシュー,チャーシュー,2,2,2,2,3,4,3,3,4,2,2,2,2,2,3,1,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,3,2,1,2,2,2,2,2,2,2,3,2,2,1,1,2,2,1,3,3
通則法,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
提督,ていとく,テイトク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,2,2,3,3,3,3,2,1,2,2,2,1,1,4,3,2,2,1,3,2,5,1,1,1,1,1,1,1,1,1,1,2,2,3,1,3,3,1,3,2,1
闘志,とうし,トウシ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,3,1,2,3,3,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,3,2,1,2,1,3,1,1,1
ドラ,どら,ドラ,2,2,2,2,3,4,3,3,3,2,3,2,2,2,2,3,4,1,2,2,1,3,3,1,1,1,1,2,3,3,3,3,3,3,1,1,2,1,3,3,1,1,1,1,1,1,1,1,1,1,3,3,3,1,2,3,2,3,2,2
ドリル,ドリル,ドリル,2,2,1,4,3,4,3,3,3,2,3,2,2,2,3,2,3,1,2,2,2,3,3,1,2,1,1,2,2,2,3,2,3,3,2,1,1,2,2,3,4,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,2,2,3,3
二い,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
納付書,のうふしょ,ノウフショ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
八月末,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
八個,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
華やぐ,はなやぐ,ハナヤグ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1
跳ね,はね,ハネ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,3,1,1,1,1,1,2,3,1,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2
原宿,はらじゅく,ハラジュク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,2,1,1,2,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3
春休み,はるやすみ,ハルヤスミ,2,3,3,3,3,4,3,3,5,3,3,2,3,3,4,1,2,1,2,2,2,2,2,2,1,1,3,2,1,1,3,2,2,2,2,2,1,1,2,3,1,3,2,3,3,3,2,3,3,4,2,2,2,1,2,2,2,1,2,2
悲哀,ひあい,ヒアイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,2,2,1,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1
庇護,ひご,ヒゴ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,1,1,2,2,2,2,1,1
ひらひら,ひらひら,ヒラヒラ,2,2,1,3,3,4,3,3,3,2,2,3,3,2,2,1,1,1,2,1,1,1,1,1,2,1,2,3,1,1,1,3,1,1,1,3,1,3,1,1,4,2,1,2,2,2,2,2,2,2,2,3,1,1,3,1,3,1,1,1
鮃,ひらめ,ヒラメ,2,2,2,2,3,4,3,3,3,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,1,2,2,3,1,1,2,1,2,2,2,1,1,2,1,1,1,2,1,2,2,2,3,2,2,2,2,1,1,1,1,1,2,1,1,1
美容師,びようし,ビヨウシ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2
ファインダー,ファインダー,ファインダー,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2
放出,ほうしゅつ,ホウシュツ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,3,3,2,3,3,3,2,3,2,3,3,3,2,3,3,3,3,4,1,2,3,3,1,3,2,3,3,3,2,3,3,3,3,4,3,4,3,3,4,3,2,3
北条氏,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ボンネット,ボンネット,ボンネット,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,1,2,1,1,2,1,1,1,1,2,2,1,2,1,2,1,1,3,2,1,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2
松田,まつだ,マツダ,2,2,3,2,3,4,3,3,4,2,2,3,2,3,2,3,3,1,2,3,3,2,1,1,2,1,1,2,3,3,2,3,1,1,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,4,3,3,1,4,2,5
耳打ちする,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
夜半,やはん,ヤハン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1
遣り過ぎる,やりすぎる,ヤリスギル,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
有給休暇,ゆうきゅうきゅうか,ユウキュウキュウカ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
幼稚,ようち,ヨウチ,2,4,4,4,4,4,3,4,5,4,4,5,4,4,4,3,2,4,4,2,2,3,4,4,2,3,4,3,3,3,4,2,3,3,2,2,1,2,2,2,2,4,3,4,4,4,4,5,4,4,4,2,3,1,3,2,2,1,3,2
四十八年度,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
療法,りょうほう,リョウホウ,2,3,3,4,3,4,4,3,3,3,4,4,3,3,4,4,2,2,4,4,2,2,3,3,2,1,2,2,1,1,2,1,4,4,4,2,1,2,1,1,1,3,3,4,3,3,3,3,3,3,4,2,2,1,3,3,2,3,2,3
利用し易い,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
恋愛感情,れんあいかんじょう,レンアイカンジョウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
暗記する,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
一期,いちご,イチゴ,2,2,3,2,3,4,3,3,3,3,3,2,2,2,3,2,4,3,1,1,1,3,3,1,2,1,1,2,2,2,3,2,1,1,2,1,2,1,2,3,1,2,2,2,2,2,2,2,2,2,1,1,3,1,2,3,2,2,2,3
迂回する,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
浮き,うき,ウキ,2,2,2,2,3,4,3,3,4,2,2,2,2,3,2,1,1,1,2,1,1,1,1,2,2,3,2,3,1,1,2,1,2,1,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1
映子,えいこ,エイコ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ＡＤＨＤ,エーディーエッチディー,エーディーエッチディー,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
御母さん達,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
御手伝いする,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
簡易,かんい,カンイ,2,3,2,3,3,4,3,3,3,3,3,2,2,2,3,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,1,2,1,3,4,3,3,3,3,3,3,3,3,3,2,1,2,3,3,4,3,3
干魃,かんばつ,カンバツ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
完備する,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
外国人労働者,がいこくじんろうどうしゃ,ガイコクジンロウドウシャ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
願書,がんしょ,ガンショ,2,2,2,3,3,4,3,3,3,2,3,3,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1
元年,がんねん,ガンネン,2,4,4,2,3,4,3,3,3,3,2,4,2,4,4,5,2,4,4,3,2,1,1,1,3,1,1,3,1,1,1,1,1,1,2,1,1,3,1,1,1,2,3,2,2,2,2,2,2,2,2,1,1,1,3,2,1,4,3,3
机上,きじょう,キジョウ,2,2,2,2,4,4,3,3,3,3,2,2,3,3,2,1,1,3,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,2
キャット,キャット,キャット,2,2,1,2,3,4,3,3,3,2,2,2,3,2,2,2,2,1,2,3,2,3,3,1,1,1,1,2,2,2,2,1,3,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,1,2,1,2,1,1,1
教育者,きょういくしゃ,キョウイクシャ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1
キース,キース,キース,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,3,3,1,1,2,1,1,1,2,2,1,1,2,3,2,1,4,2,1,1,3,1,2,1,1,1,1,1,1,1,2,1,3,1,3,2,1,2,1,1
行儀,ぎょうぎ,ギョウギ,2,3,3,2,3,4,3,3,3,2,4,3,2,3,3,1,2,4,2,2,2,2,3,3,3,3,3,3,3,3,3,2,3,3,2,3,1,2,2,2,1,2,1,2,2,4,2,2,2,2,2,3,2,1,3,2,3,1,1,2
功徳,くどく,クドク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,4,2,2,2,1,1,1,1,2,1,1,1,1,1
繰り越す,くりこす,クリコス,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1
刑事さん,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
コア,コア,コア,2,3,3,3,4,4,4,3,3,4,2,4,3,4,3,4,4,1,3,3,2,3,3,1,1,1,1,2,2,2,4,2,3,3,3,1,4,2,3,3,4,3,4,2,3,4,3,3,3,3,3,3,3,5,2,3,2,4,5,4
公営住宅,こうえいじゅうたく,コウエイジュウタク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
高山,こうざん,コウザン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,3,2,2,2,3,1,3,3,1,1,3,1,1,1,2,2,3,3,1,1,1,3,2,3,3,3,3,3,3,3,2,2,2,1,3,2,2,4,2,2
故事,こじ,コジ,2,2,2,3,3,4,3,3,3,2,2,2,3,2,3,2,1,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1
コロンビア,コロンビア,コロンビア,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,2,2,3,1,1,1,1,1,2,1,1,1,1,3,3,2,1,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,3,3,1,3,1,3,2,2
差し当たり,さしあたり,サシアタリ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
サスペンション,サスペンション,サスペンション,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,3,2,2
参考資料,さんこうしりょう,サンコウシリョウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1
三時半,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
財団法人,ざいだんほうじん,ザイダンホウジン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
市街,しがい,シガイ,2,2,2,3,3,4,3,3,3,3,3,3,2,2,2,4,1,3,4,3,1,1,2,2,3,2,1,3,2,2,2,2,2,2,3,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,1,1,3,2,3,3,2,2
私見,しけん,シケン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,3,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1
仕手,して,シテ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,5,1,1,1,1,1,1,1,1,2,1,2,3,3,2,1,3,5,5,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,1,1,4
死神,しにがみ,シニガミ,2,2,3,2,3,4,3,3,3,2,3,2,2,3,2,2,4,2,2,2,3,3,3,3,2,5,3,3,5,5,3,3,3,3,2,3,2,2,3,4,1,1,1,1,1,1,1,1,1,1,2,3,3,1,3,2,3,3,1,2
支配権,しはいけん,シハイケン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
シャフト,シャフト,シャフト,2,2,3,2,3,4,3,3,3,2,2,4,2,3,2,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,1,2,2,2,2,1,2,2,2,3,1,2,1,1,1,1,1,1,1,3,1,2,1,1,2,1,2,3,3
