word,hiragana,katakana,BCCWJ_LUW_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_SUW,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
金貨,きんか,キンカ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,1,2,2,2,3,2,1,3,2,2,1,2,3,3,2,1,1,3,2,3,1,2,3,1,2,2,2,2,2,2,1,4,2,1,3,2,1,2,3,2
近親者,きんしんしゃ,キンシンシャ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
金品,きんぴん,キンピン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2,2,1,2,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1
口先,くちさき,クチサキ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1
経済状況,けいざいじょうきょう,ケイザイジョウキョウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
景品,けいひん,ケイヒン,2,2,2,3,3,4,3,3,3,3,3,2,3,3,2,2,2,2,2,3,2,2,2,2,1,2,3,2,2,2,3,2,2,1,2,2,1,1,2,2,1,3,2,3,3,3,2,3,3,3,3,2,2,5,1,3,2,2,2,3
検討す,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
現地調査,げんちちょうさ,ゲンチチョウサ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
厚生大臣,こうせいだいじん,コウセイダイジン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
交流会,こうりゅうかい,コウリュウカイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2
国際関係,こくさいかんけい,コクサイカンケイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
告示,こくじ,コクジ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,3,1,2,2,2,2,2,2,3,1,1,1,1,2,1,4,2,2
小魚,こざかな,コザカナ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,2,1,1,2
今期,こんき,コンキ,2,3,2,4,4,4,3,3,3,3,3,2,3,3,3,1,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,2,2,1,2,2
御理解頂く,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
山野,さんや,サンヤ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,1,4,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1
山麓,さんろく,サンロク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,1,1
使節,しせつ,シセツ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,3,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,2,2,2,4,2,2,2,1,3,1,1,2,1,1,2,1,1
自然体,しぜんたい,シゼンタイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
社会環境,しゃかいかんきょう,シャカイカンキョウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
次代,じだい,ジダイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,1,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,2,1,2
充足する,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
上演,じょうえん,ジョウエン,2,2,1,3,3,4,3,3,3,2,3,2,2,2,2,4,1,3,3,3,1,2,2,2,2,2,2,3,2,2,2,2,2,2,3,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,3,2,2
序章,じょしょう,ジョショウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,1,1
ジーク,ジーク,ジーク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,3,3,1,1,1,3,1,1,3,3,1,4,2,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,3,1,3,2,1,2,2,2
すけ,すけ,スケ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,5,2,2,4,4,3,3,5,3,4,3,3,3,4,2,3,2,3,2,1,4,2,4,1,4,4,2,4,4,4,4,5,4,3,3,4,3,4,3,4,4,3,3
スポーツカー,スポーツカー,スポーツカー,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1
戦火,せんか,センカ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,1,2,1,2,1,1,1,2,2,2,3,2,1,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,1,1
全貌,ぜんぼう,ゼンボウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,2,2
即位,そくい,ソクイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,3,2,2,2,2,2,2,1,1,2,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,2,1,4,2,2
立ち上がり,たちあがり,タチアガリ,2,2,2,2,3,4,3,3,4,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,1,2,1,1,1,2,2,2,2,2,1,1,1,2,2,1,3,4,2,3,3,3,3,3,3,2,3,2,1,1,2,2,1,3,2
絶やす,たやす,タヤス,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,1,2,1,2,1,2,2
単体,たんたい,タンタイ,2,3,2,4,3,4,3,3,3,3,3,3,2,2,3,3,1,1,2,3,1,1,2,2,1,2,2,1,2,2,2,2,1,1,2,2,1,1,2,2,1,3,3,2,3,3,2,3,3,3,3,3,1,1,2,3,2,3,3,3
代行する,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
中国大陸,ちゅうごくたいりく,チュウゴクタイリク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
辻褄,つじつま,ツジツマ,2,2,1,3,3,4,3,3,3,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,1,2,1,2,3,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,3,1,3,2
連れ戻す,つれもどす,ツレモドス,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,3,3,3,3,2,4,3,2,4,4,3,2,1,1,1,2,1,2,3,3,2,2,1,2,2,2,2,2,2,2,1,3,3,4,2,1,3,2,1,1
手下,てした,テシタ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,1,3,4,4,4,3,3,3,3,3,3,3,2,4,4,1,4,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,3,4,1,3,2,2,2,2,1
二〜三回,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
西海岸,にしかいがん,ニシカイガン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2
二千人,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
日本各地,にほんかくち,ニホンカクチ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
日本史,にほんし,ニホンシ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
二〜三日,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
抜け落ちる,ぬけおちる,ヌケオチル,2,2,2,3,3,4,3,3,3,2,3,3,3,2,3,1,1,1,2,2,1,1,1,1,2,1,2,2,1,2,2,3,1,1,1,3,1,2,1,2,1,2,3,1,2,2,2,2,2,2,1,3,1,3,2,1,3,1,1,1
能動的,のうどうてき,ノウドウテキ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
軒下,のきした,ノキシタ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,2,1,2,1,1,1
バジル,バジル,バジル,2,3,3,3,3,4,3,3,3,3,4,2,2,2,3,1,1,1,2,2,1,2,2,1,1,1,1,1,2,2,1,1,2,2,1,1,2,1,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2
バラエティ,バラエティ,バラエティ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,3,2
一桁,ひとけた,ヒトケタ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
一休みする,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
評論,ひょうろん,ヒョウロン,2,3,2,4,4,4,3,4,3,3,2,2,4,4,3,4,1,3,3,2,1,1,3,2,3,1,2,3,1,1,2,1,2,2,3,1,3,2,1,1,1,3,4,3,3,3,3,3,5,3,3,1,1,1,3,3,2,4,3,2
ビジュアル,ビジュアル,ビジュアル,2,2,3,2,3,4,3,3,3,3,2,2,2,2,2,3,1,1,2,3,1,2,2,1,1,1,1,1,2,2,3,2,1,1,2,2,2,1,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,3,2,2,2,2
ピート,ピート,ピート,2,2,3,2,3,4,4,3,3,2,2,3,2,3,2,2,2,1,2,1,3,3,1,1,2,1,1,1,1,1,1,1,4,4,2,1,4,2,1,1,3,1,1,1,1,1,1,1,1,1,2,1,3,1,2,2,1,2,1,2
武士道,ぶしどう,ブシドウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
法制度,ほうせいど,ホウセイド,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
舞い下りる,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,3,1,1,1
未解決,みかいけつ,ミカイケツ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
無心,むしん,ムシン,2,2,3,2,3,4,3,3,3,3,2,2,2,2,3,1,2,4,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,3,1,1,1
メタボリックシンドローム,メタボリックシンドローム,メタボリックシンドローム,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
めっきり,めっきり,メッキリ,2,2,2,2,3,4,3,3,3,2,2,3,2,2,2,1,1,1,2,2,1,1,1,1,2,1,2,2,1,1,2,1,1,1,2,2,1,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,1
申し込み多数,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
山芋,やまいも,ヤマイモ,2,2,3,2,3,4,3,3,3,3,3,2,2,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,3,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1
四隅,よすみ,ヨスミ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2
夜遅く,よるおそく,ヨルオソク,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1
ライフル,ライフル,ライフル,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,2,2,3,3,1,3,1,1,3,2,2,2,2,4,3,2,1,2,3,2,2,4,1,1,2,1,1,1,1,1,1,2,3,3,1,3,3,2,3,2,2
立案,りつあん,リツアン,2,2,1,2,3,4,3,3,3,2,2,2,3,2,2,3,1,2,3,3,1,1,2,2,2,2,1,2,2,2,1,2,2,2,3,1,1,1,2,2,1,2,3,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2
ワークシート,ワークシート,ワークシート,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
相手側,あいてがわ,アイテガワ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
阿川,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
麻子,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,3,2,2,3,1,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,2,1,1
アレン,アレン,アレン,2,2,3,2,3,4,3,3,3,3,2,2,2,3,2,3,1,1,2,2,1,3,1,1,2,1,3,2,1,1,1,1,3,3,2,1,4,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,3,1,3,2,1,3,2,1
アングル,アングル,アングル,2,3,3,3,3,4,4,4,4,2,2,2,2,3,3,2,1,1,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,3,2,3,2,2,2,2,2,2,2,3,1,2,1,1,2,2,2,3,3
暗に,あんに,アンニ,2,2,2,2,3,4,3,3,3,2,2,2,2,2,2,1,2,1,2,1,1,2,1,1,2,1,1,2,1,1,1,2,1,1,2,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,3,2,1,2,1,3,1,2,1
胃潰瘍,いかいよう,イカイヨウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
打って付け,うってつけ,ウッテツケ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,3,2,2,3,3,2,2,2,2,1,2,1,2,2,2,4,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,3,1,1,1
演出家,えんしゅつか,エンシュツカ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
御庭,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
買い取り,かいとり,カイトリ,2,2,2,3,3,4,3,3,3,2,2,2,3,2,2,2,2,1,2,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,2,1,1,2,1
回避出来る,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
駆け上る,かけのぼる,カケノボル,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,3,1,1,1
カル,カル,カル,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,3,3,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,3,2,1,1,1,1,1
環境省令,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
企業側,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
記念撮影,きねんさつえい,キネンサツエイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1
基本法,きほんほう,キホンホウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
キャンプ場,キャンプじょう,キャンプジョウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2
金星,きんせい,キンセイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,2,1,1,2,1,1,1,1,2,2,2,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,3,2,2,1,3,1,2
議席,ぎせき,ギセキ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,4,3,3
クオリティ,クオリティ,クオリティ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,3
下り坂,くだりざか,クダリザカ,2,2,2,2,3,4,4,3,4,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,2,1,2,2,1,2,2,2,1,1,2,1,1,2,1,2,1,2,1,3,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2
激励,げきれい,ゲキレイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,2,1,2,2,2,2,1,2,3,1,2,2,2,2,2,2,1,1,2,1,2,1,2,1,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2
鉱物,こうぶつ,コウブツ,2,2,1,3,3,4,3,3,3,2,2,2,3,2,2,3,1,2,3,2,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,3,2,3,2,2,2,3,3,2
高齢社会,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
国民国家,こくみんこっか,コクミンコッカ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
個数,こすう,コスウ,2,2,2,3,3,4,3,3,3,2,3,3,3,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,4,2,3,5,3,3,3,3,3,2,1,1,1,2,2,2,2,2
御案内する,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
