word,hiragana,katakana,JPDB_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JLAB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
おバカさん,おバカさん,オバカサン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ほうがまし,ほうがまし,ホウガマシ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
くぼむ,くぼむ,クボム,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,2,1,1,1,2,1,1,1,3,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,1,2,1
まざる,まざる,マザル,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,2,3,3,3,2,3,3,3,3,3,3,2,1,1,1,4,1,3,3,3,3,3,3,3,3,4,3,3,4,3,4,3,4,3,1,4,2,3,3
まつり,まつり,マツリ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,4,2,2,2,4,2,4,4,4,4,4,3,3,3,3,3,2,2,2,3,4,4,3,5,5,4,4,4,4,4,4,4,2,1,2,3,4,3,3,3
かあちゃん,かあちゃん,カアチャン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,2,4,3,1,1,2,1,1,1,1,1,1,3,1,1,2,2,1,2,3,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,2
つるん,つるん,ツルン,3,2,2,3,3,4,3,3,3,2,3,2,2,2,3,1,2,1,1,1,2,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2
ツルン,ツルン,ツルン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
キリスト,キリスト,キリスト,3,2,2,2,3,4,3,3,3,3,3,2,2,2,2,4,1,3,4,3,2,3,1,1,4,1,1,4,1,1,2,2,4,4,4,1,3,3,1,1,4,2,4,4,3,4,4,3,3,3,1,3,1,4,4,1,4,3,4
ディーン,ディーン,ディーン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,2,3,4,1,2,1,1,1,2,2,1,1,4,4,2,1,4,2,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,2,2,1,2,1,1
ヒーリング,ヒーリング,ヒーリング,3,3,3,3,3,4,3,3,3,2,3,4,2,2,3,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,3,1,1,1,1,2,2,3,2,2,2,2,2,2,3,2,1,1,2,2,1,1,1,2
そえる,そえる,ソエル,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,4,3,3,3,3,3,2,2,4,2,2,2,4,1,1,2,4,1,4,2,3,3,3,3,3,3,3,3,5,3,3,4,3,3,4,2,4,2,2,3
オリオン,オリオン,オリオン,3,3,3,2,3,4,3,3,3,3,3,2,3,3,3,2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,1
もじ,もじ,モジ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,3,4,4,4,5,5,4,4,5,5,5,4,4,5,5,4,4,5,5,5,5,4,4
ツレ,ツレ,ツレ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
グレード,グレード,グレード,3,2,3,2,3,4,3,3,3,3,2,3,2,3,2,3,3,1,2,3,1,1,2,1,1,1,1,1,1,1,1,1,2,2,3,2,2,1,1,1,2,1,2,2,2,3,2,2,2,3,2,1,1,1,3,2,3,3,2
なんでやねん,なんでやねん,ナンデヤネン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ホワイトデー,ホワイトデー,ホワイトデー,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ダイナマイト,ダイナマイト,ダイナマイト,3,2,3,2,3,4,3,3,3,2,3,2,3,2,2,2,2,1,1,1,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,1
たくらみ,たくらみ,タクラミ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,3,2,3,3,3,2,2,3,3,1,1,1,2,2,1,4,2,1,5,4,3,4,4,4,2,3,2,1,2,1,2,1,1,1
アーッ,アーッ,アーッ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,1,1,1,3,3,3,1,2,2,1,1,1,2,5,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2
ひろう,ひろう,ヒロウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,3,3,4,2,2,4,3,4,4,4,4,4,4,4,2,2,2,4,2,4,4,2,4,4,4,4,4,3,4,4,4,3,4,2,4,4,2,4,3,4,4
ガブ,ガブ,ガブ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ニラ,ニラ,ニラ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2
しわざ,しわざ,シワザ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,2,2,4,4,2,4,3,4,3,4,2,2,3,3,2,2,2,2,1,3,2,4,1,2,1,1,1,1,1,1,1,2,3,4,1,3,3,3,2,2,2
あそばす,あそばす,アソバス,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1,2,1,1,2,1,2,1,1,1
グルル,グルル,グルル,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
テル,テル,テル,3,2,3,2,3,4,3,3,4,2,2,2,2,3,2,3,3,1,3,2,1,3,2,1,2,1,2,2,3,3,3,1,1,1,3,1,3,1,2,4,2,3,2,2,2,4,2,2,2,2,3,3,1,2,2,1,2,2,2
カチッ,カチッ,カチッ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,3
かげん,かげん,カゲン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,3,3,3,2,4,4,2,4,4,4,4,4,4,4,3,3,3,4,1,3,3,3,4,3,4,4,3,3,5,4,4,4,4,2,4,3,3,4,2,3,2
しいて,しいて,シイテ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,2,2,3,2,2,2,3,1,1,2,2,1,1,2,2,3,3,3,3,3,2,3,3,3,2,3,1,1,2,1,3,1,1,2
なま,なま,ナマ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,5,4,5,4,2,5,5,5,5,3,5,5,2,4,2,2,5,5,3,5,2,2,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4
うようよ,うようよ,ウヨウヨ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1
ヨット,ヨット,ヨット,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,3,2,3,1,3,1,1,3,2,2,1,1,3,3,2,1,2,3,1,2,3,2,3,3,3,2,3,3,3,2,1,2,1,2,2,1,2,2,2
ペーパー,ペーパー,ペーパー,3,3,3,4,4,4,3,3,5,4,2,3,4,3,4,2,1,1,2,3,1,2,3,1,2,1,1,3,2,2,3,1,3,3,3,2,2,2,1,1,4,3,4,3,3,3,3,3,4,3,2,2,1,2,3,2,2,3,4
むすぶ,むすぶ,ムスブ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,3,4,1,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,3,4,5,4,4
あやめ,あやめ,アヤメ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,3,1,1,1,1,1,2,2,2,2,3,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,2,1,1
スレ,スレ,スレ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,3,1,1,1,1,2,3,3,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,3,1,1,2,3,2,1,1,1
リスキー,リスキー,リスキー,3,2,1,3,3,4,3,3,3,2,3,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,2,2,2,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1
たまもの,たまもの,タマモノ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,2,1,2
おおいに,おおいに,オオイニ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,4,4,3,3,3,3,2,3,3,4,3,3,3,3,3,3,2,2,1,4,3,3,3,3,4,5,4,3,3,3,3,3,4,3,3,2,3,3,3,2,3
もくろむ,もくろむ,モクロム,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,1,3,1,2,3,3,1,2,1,1,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,3,2,1,2,2,1,1
タイト,タイト,タイト,3,2,1,2,3,4,3,3,3,2,2,2,3,2,2,2,1,1,1,2,1,2,2,1,1,2,1,2,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,3,2,1,2,1,2,1,2,2
ずみ,ずみ,ズミ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,5,3,4,2,2,4,4,3,3,3,3,3,4,3,2,4,4,2,4,1,2,4,2,3,4,3,3,3,3,3,3,3,4,4,2,3,3,2,4,2,3,3
えぐれる,えぐれる,エグレル,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1
よってたかって,よってたかって,ヨッテタカッテ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
めっぽう,めっぽう,メッポウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1
いくらも,いくらも,イクラモ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
マルクス,マルクス,マルクス,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,1,2,1,1,2,1,1,2,2,2,1,1,2,2,3,1,4,2,1,1,3,3,2,3,2,2,2,2,2,2,1,2,1,3,2,1,3,2,2
カタパルト,カタパルト,カタパルト,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1
セレモニー,セレモニー,セレモニー,3,3,3,3,3,4,3,3,3,3,2,3,3,2,3,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2
おちゃらける,おちゃらける,オチャラケル,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ウィッグ,ウィッグ,ウィッグ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,1,1,2
セバスチャン,セバスチャン,セバスチャン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,3,1,1,1,1,1,1,4,4,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,2,1,2,1,2
ブラインド,ブラインド,ブラインド,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,2,1,1,2,1,1,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,2
ままごと,ままごと,ママゴト,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,1,1,1
ノワール,ノワール,ノワール,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,1,1,1,3,3,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,1,1,1,2,1
インナー,インナー,インナー,3,2,3,2,3,4,4,3,3,2,2,2,3,3,2,2,1,1,1,3,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,4,2,1,1,1,2,2,2,3,3
ぬかる,ぬかる,ヌカル,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1
ノーカン,ノーカン,ノーカン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ダグラス,ダグラス,ダグラス,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,1,2,2,2,1,1,3,3,2,1,4,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,3,1,1
ＩＣ,アイシー,アイシー,3,3,3,2,4,4,4,3,3,2,3,3,3,3,2,1,1,1,2,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,3,2,2,2,2,2,4,2,1,1,1,1,1,1,1,1,1
しかねる,しかねる,シカネル,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
おうと,おうと,オウト,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,3,2,2,2,2,2,4,2,3,2,2,2,2,2,2,2,2,3,2,2,2,1,1,2,1,1,1,1,1,1,3,5,2,3,4,2,3,2,2,2
リカ,リカ,リカ,3,2,2,3,3,4,3,3,3,3,2,2,2,2,3,2,3,1,1,1,1,2,1,1,2,1,2,2,1,1,2,2,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,3,1,3,2,2
いまのうち,いまのうち,イマノウチ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
うつくしい,うつくしい,ウツクシイ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,4,5,4,5,5,5,2,5,4,5,5,5,4,4,1,1,4,4,2,5,4,4,4,4,4,5,4,5,4,5,4,4,5,5,5,2,4,4,4,4,4
ケージ,ケージ,ケージ,3,2,2,2,3,4,3,3,4,2,2,2,2,2,2,2,1,1,1,3,1,2,2,1,1,1,1,2,1,1,1,1,3,3,2,1,2,1,1,1,3,2,3,3,3,2,3,3,3,3,1,2,1,2,2,1,2,1,2
マイルド,マイルド,マイルド,3,2,3,2,3,4,3,3,3,2,3,3,3,2,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,3
つっけんどん,つっけんどん,ツッケンドン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
ごき,ごき,ゴキ,3,2,2,2,3,4,3,3,3,3,2,2,2,2,3,1,1,3,1,1,2,1,1,1,2,2,2,2,1,1,1,2,1,1,1,2,1,2,1,1,3,2,1,3,3,5,3,3,3,2,2,1,1,2,1,2,2,1,1
ゴキ,ゴキ,ゴキ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ウインナー,ウインナー,ウインナー,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
シャーリー,シャーリー,シャーリー,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,3,1,1,1,1,1,1,2,2,1,1,2,2,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,2,1,3,1,2,1,1,2,1,1
こそぐ,こそぐ,コソグ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
なにがなんだか,なにがなんだか,ナニガナンダカ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
よりどころ,よりどころ,ヨリドコロ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,2,1,2,2,1,2,2,3,2,2,2,2,2,2,1,2,1,1,1,2,2,3,3,2,2,2,2,2,2,1,2,1,1,1,1,2,1,1,2
ディック,ディック,ディック,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,3,1,1,2,3,3,1,1,3,3,2,1,4,3,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,3,2
ミスコン,ミスコン,ミスコン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,3,1,2,2,3,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1
カカオ,カカオ,カカオ,3,2,2,3,3,4,3,3,3,2,3,3,2,2,3,1,1,1,1,2,1,2,2,1,1,1,1,1,3,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,2
あつかう,あつかう,アツカウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,4,4,4,4,4,4,3,4,3,4,4,4,3,4,1,1,4,2,1,4,4,4,5,5,5,4,5,4,5,4,4,4,4,4,4,2,4,4,4,4,4
こたび,こたび,コタビ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
どうとも,どうとも,ドウトモ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ごほごほ,ごほごほ,ゴホゴホ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1
ハリボテ,ハリボテ,ハリボテ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
レイジ,レイジ,レイジ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1
フェス,フェス,フェス,3,3,3,4,3,4,3,4,5,3,3,3,3,4,3,3,2,1,1,3,2,2,3,1,1,1,1,1,1,1,3,3,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,3,2,2,1,1,3,2,2,3,3
インコ,インコ,インコ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,2,1,1,4,1,2,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1
ペットショップ,ペットショップ,ペットショップ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ロビン,ロビン,ロビン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,2,1,4,3,1,1,1,1,1,4,4,2,1,3,3,2,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,2,2,1,2,2,2
ゆさぶる,ゆさぶる,ユサブル,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,3,3,2,2,3,3,1,1,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,3,1,4,1,2,2
ことり,ことり,コトリ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,2,2,3,3,2,3,3,2,4,2,2,2,4,4,3,3,2,4,1,3,3,3,3,2,3,3,3,2,3,3,3,2,2,3,4,3,2,2,2,1,2
じゃあじゃあ,じゃあじゃあ,ジャアジャア,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
のべ,のべ,ノベ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,2,1,1,1,2,2,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,3,4,2,3,4,3,3,3,3,2,1,1,1,1,2,2,2,2,2
プロテクト,プロテクト,プロテクト,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,4,1,1,1,1,2,1
はてな,はてな,ハテナ,3,3,3,2,4,4,4,4,4,2,3,2,3,3,3,1,1,1,1,3,1,1,1,1,2,1,1,2,1,1,1,1,1,1,3,1,1,2,1,1,2,3,2,2,2,2,2,2,2,3,2,1,1,2,2,1,1,1,2
ハテナ,ハテナ,ハテナ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ブラックアウト,ブラックアウト,ブラックアウト,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
