word,JPDB_rank,CEJC_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MIGAKU_NOVELS,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,KOKUGOJITEN,MONODICTS,NAROU,NETFLIX,NIER,NOVELS,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
エミリア,5318,-1,22009,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11139,-1,9327,-1,-1,-1,-1,-1,-1,-1,7223,-1,-1,-1,23807
そのあいだ,5319,-1,-1,3193,-1,-1,-1,3646,3724,-1,-1,-1,1828,-1,-1,-1,-1,-1,-1,2776,-1,-1,1607,660,1905,3087,8208,7627,-1,3891,-1,-1,-1,5749,3729,-1
といってもいい,5320,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15130,17112,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ピックアップ,5321,6453,13093,-1,-1,24347,3813,22515,-1,18464,-1,-1,-1,-1,-1,22887,-1,-1,19370,21573,16078,14557,-1,-1,-1,-1,-1,-1,16769,-1,-1,24482,13576,12015,10139,6264
どうのこうの,5322,-1,-1,22393,-1,-1,-1,20772,-1,-1,-1,-1,24350,-1,-1,-1,-1,-1,-1,20603,-1,-1,17544,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
だこ,5323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17506,16404,11584,-1,-1,-1,-1,-1,-1,17927,12328,24692,-1,-1,-1,-1,-1,-1,-1,14725
ザック,5324,11455,15657,21491,-1,-1,-1,17106,4508,6701,-1,-1,15077,-1,-1,-1,21291,19955,-1,17818,3986,3955,-1,5488,11861,-1,-1,-1,-1,4708,-1,11909,-1,16726,-1,47038
ざら,5325,11455,-1,-1,-1,-1,20776,17587,-1,-1,3612,-1,12382,24865,14733,7532,-1,-1,14149,17104,-1,-1,-1,-1,9513,-1,3193,4058,15047,-1,-1,-1,18561,-1,22172,35828
レイン,5326,-1,9767,12200,-1,-1,20008,-1,8877,9711,-1,-1,-1,-1,-1,10449,20995,19673,9378,8432,4245,4441,-1,2750,3445,15755,-1,-1,-1,9225,-1,6556,-1,23199,24688,23950
ずに,5327,-1,-1,-1,-1,-1,-1,18146,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14399,5516,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
タキシード,5328,-1,-1,8930,-1,-1,24821,-1,15244,13143,-1,-1,21083,-1,-1,15727,-1,-1,-1,24730,9800,10130,-1,-1,22843,-1,-1,-1,18323,15764,-1,21531,16380,-1,24326,35136
ブラフ,5329,-1,-1,-1,-1,-1,-1,-1,-1,20437,-1,-1,-1,-1,-1,-1,18835,17659,24877,-1,24807,-1,-1,-1,-1,21749,-1,-1,15833,-1,-1,-1,14131,-1,-1,23435
はねのける,5330,-1,-1,-1,-1,-1,-1,-1,-1,-1,4195,-1,21256,17588,-1,12485,17588,16484,-1,17193,-1,-1,14778,-1,18166,-1,-1,-1,9469,-1,-1,24260,8510,-1,-1,39024
せんか,5331,20704,8172,23348,22923,-1,-1,12088,-1,22629,-1,23235,12989,24652,-1,10717,24652,23101,-1,15146,-1,23326,-1,-1,14704,14924,17722,18530,6746,-1,8666,11489,14206,11052,-1,49171
かねて,5332,20704,10398,23785,-1,13037,18540,12701,-1,-1,1814,-1,11949,12495,20871,3917,12495,11715,20059,14960,-1,-1,-1,-1,13089,22387,17122,17818,11157,-1,-1,8262,9922,-1,-1,12465
ワル,5333,-1,23364,7284,-1,-1,-1,-1,6405,5295,-1,-1,21628,-1,-1,-1,9652,9048,10983,13688,6374,7016,-1,-1,-1,10424,-1,-1,-1,6660,-1,19468,-1,16408,-1,47803
ロ,5334,-1,8351,3471,-1,-1,20577,-1,1204,9755,-1,-1,3748,-1,-1,-1,7919,7404,6951,1454,3002,3501,-1,5909,-1,3271,2514,1773,-1,1273,7167,5590,-1,2549,5523,10715
たれる,5335,3250,-1,7524,-1,10654,12178,16512,8541,9939,1200,10193,2966,10602,9308,17400,16036,15027,20806,5987,-1,-1,758,-1,4075,15276,2627,2732,3438,8913,-1,16600,2106,22849,12104,21693
くない,5336,10047,6124,18129,18743,20675,17811,16122,-1,-1,-1,-1,20445,-1,5221,13526,-1,-1,5032,-1,-1,-1,-1,20564,21562,18368,19308,19398,24725,-1,-1,16281,-1,8338,4162,40635
カッター,5337,4649,17943,7608,-1,24845,13352,20592,14059,11892,-1,-1,18873,-1,-1,11814,14111,13231,10420,15272,13737,9389,14492,-1,19642,14447,-1,-1,9300,14535,4056,12617,12025,14973,7154,6377
マシュマロ,5338,16266,-1,18025,-1,-1,18983,24486,10750,9220,-1,-1,-1,-1,-1,-1,-1,-1,11736,14703,11445,13394,6564,-1,-1,20892,-1,-1,23470,11207,-1,-1,11681,-1,9903,8091
ロマンス,5340,20704,9355,-1,-1,-1,15844,-1,10457,8678,-1,-1,17210,-1,-1,11053,-1,-1,14134,18511,9887,10818,-1,4556,18253,-1,-1,-1,19151,10880,-1,20672,12514,7311,22544,10780
ふやける,5341,13446,-1,-1,-1,-1,-1,-1,-1,-1,6531,-1,-1,-1,18206,23331,-1,-1,17498,14178,-1,-1,3432,-1,-1,-1,-1,-1,22197,-1,-1,-1,9657,-1,-1,40822
づけ,5342,3704,2331,14839,-1,14950,21197,-1,10719,10416,3223,7178,13038,10162,6491,8375,11721,10993,11610,16109,5327,5889,3007,-1,-1,14299,6369,10571,6530,11130,-1,8523,8687,15722,11230,5604
そばだてる,5343,-1,-1,-1,-1,-1,-1,-1,-1,-1,4326,-1,17475,-1,-1,12668,-1,-1,-1,23131,-1,-1,19931,-1,17610,-1,-1,-1,19640,-1,7731,22708,14636,-1,-1,-1
フィル,5344,16266,7736,-1,-1,-1,14761,-1,5883,5190,-1,-1,19762,-1,-1,-1,17785,16673,19729,6435,1855,1296,-1,1985,12280,17215,-1,-1,23306,6128,-1,11130,-1,11054,-1,21108
エージェント,5345,-1,6187,13169,-1,23628,3775,12912,6512,6037,-1,-1,24711,-1,-1,18004,-1,-1,22217,18079,1944,2178,-1,6291,-1,16858,-1,-1,20109,6778,-1,15854,15684,8961,11650,7882
はじめに,5346,-1,-1,-1,-1,-1,-1,13121,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23622,10592,22832,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
スパイク,5347,20704,12642,14625,-1,-1,16812,-1,5927,7868,-1,-1,-1,-1,-1,24157,4514,4220,-1,-1,6882,6882,-1,8186,-1,19010,-1,-1,18354,6173,-1,-1,23976,9344,-1,11561
なぜならば,5348,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6892,12990,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
いうところの,5349,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23178,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
おきに,5350,-1,-1,4858,-1,-1,-1,19534,4008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4518,-1,-1,-1,-1,15781,21858,-1,-1,-1,4187,-1,-1,-1,-1,8266,-1
そうそうない,5351,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ゾウ,5353,-1,12777,4039,-1,-1,-1,-1,4365,4319,-1,-1,20687,-1,-1,-1,2216,2057,13957,-1,13857,13799,-1,-1,-1,13488,7577,13878,-1,4560,-1,14095,-1,11467,24314,12775
ヘリコプター,5354,8120,4734,12297,-1,13429,12387,15177,8291,8930,-1,-1,10825,-1,-1,10405,13662,12810,13281,22012,4646,5349,-1,12359,11134,13256,-1,19865,-1,8620,-1,11425,19382,5381,4546,8825
パティシエ,5355,13446,-1,12163,-1,-1,20070,13809,18191,15379,-1,-1,-1,-1,-1,-1,24340,22823,21842,14700,-1,-1,-1,-1,-1,24611,-1,-1,24528,18795,-1,-1,19128,-1,-1,32876
たらふく,5356,20704,-1,17776,-1,-1,-1,-1,-1,22480,5852,23084,-1,12279,18208,19648,12279,11514,17500,-1,-1,-1,-1,-1,-1,16246,-1,-1,17911,-1,-1,-1,16885,-1,-1,38194
フェロモン,5358,-1,-1,24464,-1,-1,24533,21934,19268,15919,-1,-1,-1,-1,-1,23611,-1,-1,-1,17022,13487,12774,1852,-1,-1,-1,-1,-1,19730,20021,-1,20907,13107,-1,-1,45115
テレポート,5359,20704,-1,17241,-1,-1,-1,-1,21687,18620,-1,-1,-1,-1,-1,-1,17762,16650,10106,-1,17979,16464,-1,-1,-1,23639,-1,-1,9951,22282,-1,-1,-1,24463,-1,41128
ミルクティー,5360,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21386,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
コックピット,5361,-1,12820,13503,-1,-1,-1,-1,19808,16959,-1,-1,16088,-1,-1,23289,-1,-1,-1,19720,-1,20671,13725,-1,17167,17184,-1,-1,18124,20372,-1,22066,-1,15567,4630,17017
むくむく,5362,16266,-1,-1,-1,-1,-1,-1,-1,-1,5575,-1,24447,-1,-1,18316,-1,-1,-1,18225,-1,-1,4609,-1,21455,-1,-1,-1,23448,-1,-1,22716,7610,-1,-1,79350
どっちかというと,5363,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
はしばし,5366,13446,-1,-1,13897,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16311,-1,-1,-1,16872,-1,-1,-1,-1,15411,-1,-1,-1,12407,-1,-1,22449,12462,-1,-1,87977
めまぐるしい,5368,16266,-1,-1,-1,-1,16454,-1,-1,-1,3558,-1,19712,24320,16188,10328,24320,22805,15551,23385,-1,-1,24154,-1,13531,-1,-1,-1,10875,-1,-1,23284,10408,-1,-1,45519
ラインナップ,5369,-1,6849,-1,-1,-1,10339,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23057,22019,-1,-1,22980,9052,-1,-1,-1,-1,-1,-1,7617,-1,-1,7965,7432,9713
くいくい,5370,13446,-1,-1,-1,-1,-1,-1,-1,-1,8390,-1,-1,-1,-1,-1,-1,-1,-1,12012,-1,-1,2140,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62846
タイマン,5371,-1,-1,13844,-1,-1,-1,-1,21150,17716,-1,18190,-1,9197,10033,-1,9197,8614,9654,21146,-1,-1,-1,-1,-1,18897,-1,-1,18881,21743,-1,-1,19729,-1,-1,38905
ワンちゃん,5372,-1,-1,11548,-1,-1,-1,-1,14397,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1849,-1,-1,15526,-1,-1,-1,15022,-1,-1,-1,-1,11776,-1
おほほ,5373,8120,-1,-1,-1,-1,-1,-1,-1,-1,-1,19961,-1,9005,16663,-1,22927,21492,-1,-1,-1,-1,-1,-1,-1,6063,-1,-1,-1,-1,-1,-1,-1,-1,-1,25908
フィン,5374,16266,6346,10982,-1,-1,18894,-1,5405,4939,-1,-1,24813,-1,-1,21512,12455,11682,1572,-1,4760,5295,-1,6383,10409,21751,22687,-1,5839,5641,-1,6795,-1,11425,19345,19219
うるむ,5375,-1,-1,-1,-1,-1,-1,-1,-1,-1,2687,-1,11291,-1,-1,9343,-1,-1,-1,15562,-1,-1,5521,-1,6660,-1,15956,-1,5414,-1,-1,19341,2005,21616,-1,40454
リョウ,5376,975,-1,8993,-1,14298,-1,-1,9330,-1,-1,-1,-1,7245,3746,-1,7245,6785,14568,5733,-1,-1,-1,-1,-1,-1,-1,13885,-1,9716,-1,13277,-1,19270,-1,44653
もってのほか,5377,-1,-1,-1,-1,-1,-1,-1,-1,-1,5124,-1,24842,18000,-1,16006,18000,16873,-1,-1,-1,-1,13090,-1,24528,22605,-1,-1,13897,-1,-1,-1,14757,-1,-1,35577
にしたがって,5378,-1,-1,9550,-1,-1,-1,6830,7298,-1,-1,-1,4310,-1,-1,-1,-1,-1,-1,6210,-1,-1,2955,-1,2847,-1,3007,2663,-1,7595,-1,-1,-1,6000,6379,-1
つたう,5379,20704,-1,21283,-1,17324,24584,-1,22759,20845,1834,21407,13410,7909,19953,4118,7909,7394,19178,17220,-1,-1,3211,-1,5387,16753,14742,20371,4764,23380,-1,22805,2318,-1,20650,41979
なんともいえない,5380,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
こってり,5382,16266,-1,18581,-1,-1,21579,-1,-1,23996,6838,24637,-1,-1,-1,-1,-1,23862,-1,23600,-1,-1,2518,-1,-1,22891,-1,-1,17112,-1,-1,-1,15321,-1,-1,14205
クリーニング,5383,8967,23290,15242,-1,17783,3879,11788,11422,8976,-1,-1,21153,-1,-1,15720,19952,18700,12357,19245,7444,8477,10144,-1,23357,19901,-1,-1,22030,11841,-1,15727,12954,22296,9380,13703
みぞおち,5384,-1,-1,-1,17165,-1,-1,-1,-1,-1,-1,-1,24792,-1,17559,10150,-1,-1,16870,21797,-1,-1,7227,-1,17382,-1,-1,-1,10233,-1,-1,22920,9807,-1,-1,38166
ふっかける,5385,11455,-1,-1,-1,-1,-1,24859,-1,23359,4747,23980,-1,15278,19929,14419,15278,14321,19155,23372,-1,-1,-1,-1,-1,22812,-1,-1,8471,-1,-1,-1,12785,-1,-1,41543
ラインハルト,5386,-1,17491,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19218,16791,-1,13013,5475,-1,-1,-1,-1,-1,-1,13143,-1,21092,-1,56653
かかと,5387,4442,-1,22522,2852,12507,13283,16834,17629,15569,-1,15976,18240,10686,-1,2535,10686,10025,-1,20245,17301,20018,10124,-1,6860,-1,11325,10626,3743,18227,-1,24794,3136,-1,17913,8510
にお,5388,-1,-1,16305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23192,-1,-1,-1,-1,-1,-1,23660,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ＭＯ,5389,-1,-1,-1,-1,-1,-1,-1,-1,17698,-1,18170,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ぶるっと,5390,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14563,-1,-1,19915,-1,18354,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
アルテミス,5391,-1,-1,9822,-1,-1,-1,-1,16542,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17071,-1,-1,-1,-1,4250,16668
フォー,5392,5383,4492,3611,-1,10668,8903,7104,4611,5151,-1,-1,-1,-1,-1,15610,4204,3930,4265,24456,4591,5480,-1,464,14881,7000,20822,-1,14848,4809,-1,16835,18044,-1,20761,7184
カチューシャ,5393,16266,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12685,-1,-1,-1,13306,23788,-1,-1,-1,-1,19208,-1,-1,24615,-1,23929,-1,26059
よいこと,5394,-1,-1,-1,-1,-1,-1,2423,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12405,-1,-1,-1,-1,4606,18556,-1,-1,-1,-1,-1,-1,-1,-1,4378,-1
たわわ,5395,16266,-1,-1,-1,-1,-1,-1,-1,-1,6385,-1,-1,-1,-1,22495,-1,-1,-1,15375,-1,-1,-1,-1,-1,-1,-1,-1,20159,-1,-1,21083,11277,-1,-1,48487
んとする,5396,-1,-1,-1,-1,-1,-1,19565,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8566,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
まちがう,5397,1285,-1,20275,-1,3015,1556,656,1058,22072,936,1072,6711,1504,1442,1665,1504,1393,1391,22219,-1,-1,19031,-1,1090,1227,12537,9343,1394,1113,3823,14215,1006,8359,1163,29204
ティータイム,5398,-1,-1,-1,-1,-1,15777,22317,23990,21948,-1,-1,-1,-1,-1,-1,21138,19809,8480,21151,-1,-1,-1,-1,-1,-1,-1,-1,17323,-1,-1,-1,16531,-1,-1,46322
まずまず,5399,-1,-1,-1,-1,24965,14345,-1,-1,-1,10526,-1,21538,-1,-1,-1,-1,-1,-1,22015,18349,17007,20441,-1,24156,20245,-1,-1,15140,-1,-1,24614,16970,-1,-1,19050
はずむ,5401,8120,-1,12711,-1,10561,10389,8389,23078,20311,1549,9551,6371,10824,12928,5342,10824,24873,12432,3867,-1,-1,5867,-1,2854,24432,16313,15793,5270,23699,1772,12486,2702,-1,23467,54609
ごちそうになる,5402,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12162,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
もこもこ,5403,4649,-1,-1,-1,-1,-1,-1,-1,-1,8546,-1,-1,22158,15309,-1,-1,-1,-1,-1,-1,-1,14055,-1,-1,-1,-1,-1,14101,-1,-1,-1,17803,-1,-1,26182
リチャード,5404,10047,3242,24649,-1,15036,15350,16942,3296,-1,-1,-1,8231,-1,-1,13074,8404,7866,-1,-1,2466,2645,-1,304,7871,-1,-1,-1,-1,3456,-1,11194,-1,4343,14781,17385
うめぇ,5405,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17585,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
テオ,5406,-1,21837,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24360,-1,-1,-1,19068,-1,11465,-1,8195,-1,-1,-1,-1,-1,8993,-1,-1,-1,12330
タイムラグ,5408,-1,-1,-1,-1,-1,18047,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22244,19068
さめる,5410,3837,-1,14867,-1,8768,5920,3581,15725,21718,1430,4534,4086,5908,4074,2549,5908,5520,3928,20774,-1,-1,3263,-1,3034,23459,3704,3789,3364,16279,9738,10600,2262,-1,17978,27099
リリス,5411,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6680,6250,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10498,-1,-1,-1,23728
りえん,5412,-1,-1,16770,8518,-1,-1,12602,-1,-1,-1,-1,17811,-1,-1,12838,-1,-1,-1,-1,-1,-1,-1,-1,21016,12560,15012,15015,20505,-1,-1,21344,-1,-1,-1,46715
リエン,5413,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,144103
もたげる,5414,-1,-1,-1,-1,-1,-1,-1,-1,-1,2802,-1,9444,-1,-1,6937,-1,-1,-1,10406,-1,-1,11131,-1,18027,-1,-1,-1,11996,-1,-1,10349,7407,-1,-1,61035
こしらえる,5415,-1,-1,17468,-1,18253,-1,-1,-1,-1,1628,-1,5155,21927,21278,3653,21927,20558,-1,22645,-1,-1,-1,-1,24776,24790,9035,6704,13106,-1,-1,9265,12584,-1,-1,47927
ナビ,5416,3170,10893,18429,-1,20291,5416,23335,15832,11121,-1,-1,-1,-1,-1,14013,22818,21390,19020,-1,6636,7996,-1,23292,-1,16350,-1,-1,22691,16353,-1,18925,23786,9775,6557,9149
あらまあ,5417,-1,-1,-1,-1,-1,-1,21737,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12320,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
じゃんじゃん,5418,8967,-1,13742,-1,-1,-1,16841,-1,-1,7971,-1,-1,-1,9184,-1,-1,-1,8834,21981,-1,-1,12121,-1,-1,13412,-1,-1,18796,-1,-1,-1,16251,-1,22194,20409
フラ,5419,20704,13560,4915,-1,-1,17971,-1,3564,11094,-1,-1,15092,-1,-1,18636,6628,6201,19023,6850,12080,9407,-1,10589,-1,10036,-1,-1,17785,3756,-1,17628,20254,12020,8294,29851
そつなく,5420,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ＶＳ,5421,13446,-1,-1,-1,12159,6588,-1,-1,9833,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14093,-1,-1,10070,-1,-1,-1,17042,-1,-1,127895
グリップ,5422,10047,14134,-1,-1,20151,10610,-1,21834,17071,-1,-1,22594,-1,-1,15140,-1,-1,12181,-1,-1,21994,-1,-1,22277,23765,-1,-1,18743,22429,-1,20376,21671,15841,6458,4051
リサーチ,5423,7460,8599,17026,-1,22415,4673,14194,13988,11818,-1,-1,-1,-1,-1,-1,-1,24355,24341,21586,12175,14664,18913,4762,-1,22629,-1,-1,22500,14609,-1,23773,15210,10399,12596,8014
とん,5424,10047,-1,-1,-1,-1,-1,1948,-1,21620,2332,18360,-1,16104,20477,-1,-1,-1,19686,-1,15125,16833,-1,-1,1562,16968,-1,-1,11006,-1,-1,-1,8119,-1,-1,19058
このひと,5425,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1155,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ひっくるめる,5426,16266,-1,-1,-1,-1,-1,-1,-1,-1,6308,-1,-1,-1,21504,22215,-1,-1,20671,18811,-1,-1,24302,-1,-1,-1,-1,-1,20952,-1,-1,-1,13175,-1,-1,12843
プールサイド,5427,-1,-1,-1,-1,-1,20760,-1,-1,22597,-1,-1,-1,-1,-1,18844,-1,-1,21062,13413,-1,-1,-1,-1,20911,-1,-1,-1,-1,-1,-1,18893,11243,-1,-1,32635
スティック,5428,6881,11241,18757,-1,20513,10334,19270,12271,9469,-1,-1,16200,-1,-1,15857,-1,-1,11569,19397,6478,6682,10672,20109,17330,-1,-1,24928,17116,12802,-1,19168,14814,10184,4788,5784
きびきび,5429,-1,-1,-1,-1,-1,-1,-1,-1,-1,3753,-1,15883,-1,22656,10476,-1,-1,-1,24417,-1,-1,-1,-1,15812,-1,-1,-1,15841,-1,-1,22854,13365,-1,-1,71632
ビジュアル,5430,11455,8404,-1,-1,24470,6693,-1,15151,11655,-1,-1,-1,-1,-1,-1,18079,16949,6536,22212,-1,-1,22294,12186,-1,23414,-1,-1,18089,15766,-1,-1,11130,14378,12124,12140
ひた,5431,-1,-1,-1,-1,-1,-1,-1,-1,-1,2880,-1,-1,-1,-1,7199,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24519,-1,-1,-1,11892,-1,-1,-1
ふうっと,5432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
トレーナー,5434,3170,9176,4486,-1,-1,5515,17705,9167,8115,-1,-1,18629,-1,-1,14273,-1,-1,7239,21154,7348,7122,18005,16554,19987,15939,-1,-1,-1,9590,-1,14946,-1,7849,20679,14905
メロディー,5435,11455,11137,13753,-1,14609,8773,22733,12025,11066,-1,-1,21073,-1,-1,8730,11908,11168,5620,18102,16855,17578,23805,14758,22883,13445,-1,21542,20871,12455,7139,22901,9794,9437,14771,10485
コントローラー,5436,8967,15924,20156,-1,-1,7800,-1,23810,19817,-1,-1,-1,-1,-1,-1,12410,11638,11723,22417,-1,-1,9779,24043,-1,24099,-1,-1,22517,24462,3970,-1,18450,16312,4783,6758
からいって,5439,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ホモ,5440,20704,12449,-1,-1,21084,18741,-1,11732,9305,-1,-1,16014,-1,-1,10721,-1,-1,8820,11746,4908,5462,-1,5397,14653,-1,15094,-1,19682,12156,-1,18611,8397,23293,6565,10210
ランドセル,5441,8120,-1,9554,-1,-1,10705,15592,-1,24295,-1,-1,22656,-1,-1,17072,-1,-1,9210,-1,-1,-1,-1,-1,24951,21466,-1,-1,-1,-1,-1,18041,21772,-1,-1,23865
レッツ,5443,16266,17381,4501,-1,-1,24855,11985,11012,6383,-1,6542,-1,9516,6324,-1,9516,8920,6092,-1,16630,16547,-1,7664,-1,10224,-1,-1,20297,11420,4971,-1,8935,19442,-1,11962
ポリシー,5444,5687,17623,20726,-1,-1,3014,21428,22750,18916,-1,-1,-1,-1,-1,-1,21827,20468,17095,21380,13732,12753,17795,24045,-1,23696,-1,-1,21304,23369,-1,-1,16140,21960,9902,5241
もみくちゃ,5445,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19921,-1,-1,5394,-1,-1,-1,-1,-1,13823,-1,-1,-1,12237,-1,-1,88833
のびのび,5447,7460,-1,18357,-1,-1,21062,14315,-1,-1,4313,-1,18586,23835,-1,12487,23835,22345,-1,-1,-1,-1,10369,-1,20585,20521,19150,19862,17001,-1,-1,23713,14299,-1,-1,18903
アンティーク,5448,-1,-1,-1,-1,-1,7600,-1,20448,16573,-1,-1,-1,-1,-1,19516,-1,-1,-1,19872,16556,17483,-1,-1,-1,-1,-1,-1,21387,21018,-1,17727,13393,-1,16858,14417
ベリー,5451,5687,6474,7219,-1,24315,9753,9722,4860,3979,-1,-1,20532,-1,-1,16538,3555,3318,12398,21789,5267,6580,-1,4811,16415,12686,-1,-1,9237,5069,-1,16888,20807,8830,18157,8813
まんざら,5452,-1,-1,17095,11810,-1,-1,-1,24091,23082,2929,23701,12176,18561,13542,8722,18561,17398,13013,11325,24739,-1,7660,-1,13416,19821,-1,-1,9303,24943,-1,14456,5981,-1,-1,49501
エリオット,5453,20704,13727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12339,-1,-1,-1,11868,-1,3853,4396,-1,3334,21765,-1,-1,-1,-1,-1,-1,12453,-1,23584,-1,15894
